REGION-CENTROID-COL REGION-CENTROID-ROW SHORT-LINE-DENSITY-5 SHORT-LINE-DENSITY-2 VEDGE-MEAN VEDGE-SD HEDGE-MEAN HEDGE-SD INTENSITY-MEAN RAWRED-MEAN RAWBLUE-MEAN RAWGREEN-MEAN EXRED-MEAN EXBLUE-MEAN EXGREEN-MEAN VALUE-MEAN SATURATION-MEAN HUE-MEAN Class
0.974574 -0.407460 -0.357047 -0.194552 1.995253 1.731672 0.929004 1.031150 -0.757266 -0.803748 -0.709006 -0.761923 0.193973 -0.299132 0.312307 -0.741140 1.363100 -0.599985 3
-0.547209 1.332535 -0.357047 -0.194552 0.965807 -0.030889 1.005965 -0.066599 0.564371 0.553850 0.654413 0.460526 -0.554375 1.063666 -1.246252 0.641520 -0.555121 -0.431037 6
-0.231885 0.114538 -0.357047 -0.194552 -0.351883 -0.114036 -0.394736 -0.128864 -0.797051 -0.695901 -0.849433 -0.823045 1.565946 -1.003245 0.129513 -0.855067 0.324722 0.387586 1
-1.205278 -0.337860 -0.357047 -0.194552 2.201142 0.089297 5.454347 0.227469 -0.482653 -0.511928 -0.476663 -0.456311 0.126814 -0.355915 0.475860 -0.505518 0.791730 -0.687490 3
0.371345 1.315135 -0.357047 -0.194552 -0.290117 -0.115771 -0.440913 -0.135855 -0.500119 -0.502412 -0.660495 -0.300449 0.385858 -1.480224 2.121006 -0.510697 -0.345354 2.260458 7
-0.368982 0.044939 -0.357047 -0.194552 -0.310705 -0.111449 -0.410129 -0.131857 -0.897969 -0.921110 -0.895391 -0.868887 0.520177 -0.719328 0.697137 -0.930155 2.112073 -0.759622 3
-0.862534 0.358138 -0.357047 -0.194552 -0.598950 -0.125931 -0.471698 -0.134596 -0.844599 -0.765685 -0.882625 -0.865831 1.402844 -0.946461 0.196859 -0.906852 0.647114 0.254872 1
0.275376 2.167733 -0.357047 -0.194552 0.059895 -0.089017 -0.086890 -0.116782 -0.266261 -0.274031 -0.438365 -0.049846 0.146002 -1.366658 2.169110 -0.298378 -0.592385 2.361161 7
0.165698 -0.320461 -0.357047 4.391310 3.271766 0.240831 7.978689 10.921754 0.151966 0.084400 0.194834 0.164082 -0.736665 0.410659 0.042927 0.175455 -0.223924 -0.658473 3
0.412474 0.201538 -0.357047 -0.194552 0.183428 -0.054562 -0.440914 -0.138123 0.861303 0.880562 0.912288 0.772250 -0.525593 1.046631 -1.246252 0.903034 -0.738586 -0.428510 4
0.206827 0.653937 -0.357047 -0.194552 -0.598950 -0.120026 -0.456306 -0.129647 -0.558341 -0.581711 -0.686027 -0.376852 0.241944 -1.309874 1.976695 -0.575428 -0.157434 2.400018 7
-1.520602 0.253738 -0.357047 -0.194552 -0.516595 -0.124610 -0.533267 -0.138879 -0.840718 -0.743481 -0.890284 -0.865831 1.565946 -1.020280 0.158376 -0.893905 0.775182 0.414241 1
1.413286 -0.163861 -0.357047 -0.194552 -0.557772 -0.125931 -0.440914 -0.138123 -0.816458 -0.737137 -0.844327 -0.850550 1.383656 -0.855608 0.062168 -0.878370 0.615821 0.136608 1
0.563281 0.984536 -0.357047 -0.194552 -0.166583 -0.091981 1.359988 0.641372 -0.146907 -0.118605 -0.147298 -0.172091 0.376264 -0.123104 -0.168729 -0.171505 -0.762027 -0.425977 6
-0.122207 1.193336 2.410668 -0.194552 1.542297 -0.064355 0.528803 -0.088120 0.524586 0.499927 0.641647 0.402460 -0.650317 1.211302 -1.400184 0.628574 -0.450696 -0.428382 6
-1.602861 1.784934 -0.357047 -0.194552 0.368729 -0.083061 -0.363952 -0.132456 -0.499149 -0.537304 -0.652835 -0.272943 0.059654 -1.434797 2.371145 -0.487393 -0.010904 2.353350 7
-1.520602 -0.233461 -0.357047 -0.194552 -0.063638 -0.007973 0.067033 -0.122817 -0.501090 -0.397737 -0.522621 -0.569387 1.345279 -0.554657 -0.409248 -0.552124 -0.254292 0.011522 1
0.988284 -0.007261 -0.357047 -0.194552 -0.351883 -0.106106 0.159387 -0.113746 0.203395 0.236654 0.220366 0.148801 0.136408 0.280057 -0.611283 0.201347 -0.716807 -0.398337 4
0.741508 -0.390060 -0.357047 -0.194552 -0.537182 -0.118745 -0.502483 -0.134596 2.564293 2.672718 2.367624 2.667046 -1.101246 0.791106 -0.236075 2.378907 -1.252021 -0.625137 2
1.440706 0.984536 2.410668 -0.194552 -0.290116 -0.115771 -0.133067 -0.118722 -0.607830 -0.661010 -0.714112 -0.422693 0.011683 -1.207664 2.034419 -0.614266 0.262814 2.492435 7
-0.917373 -0.181261 -0.357047 -0.194552 0.574618 -0.100054 -0.471698 -0.133574 -0.424431 -0.454833 -0.361768 -0.465479 0.069249 0.069959 -0.187971 -0.389002 -0.052947 -0.493719 5
-1.260117 0.323338 -0.357047 -0.194552 -0.001872 -0.096623 -0.425521 -0.116239 -0.869829 -0.889391 -0.849433 -0.865831 0.529771 -0.577370 0.446998 -0.883548 1.694065 -0.593984 3
-0.917373 0.288538 -0.357047 -0.194552 -0.681306 -0.126923 -0.610229 -0.139698 -0.963954 -0.936970 -0.997520 -0.939178 1.028670 -1.014601 0.687516 -1.033725 1.537216 -0.473461 5
-0.300434 1.610935 -0.357047 -0.194552 -0.372472 -0.112797 -0.071498 -0.120738 -0.589393 -0.626118 -0.701346 -0.413525 0.146002 -1.230378 1.938212 -0.606499 0.021041 2.466305 7
-0.081078 1.001936 2.410668 -0.194552 -0.413650 -0.110601 0.236349 -0.112798 -0.409875 -0.464349 -0.563472 -0.169035 -0.161012 -1.360979 2.467352 -0.399359 -0.075973 2.421838 7
-0.615758 -0.494460 -0.357047 -0.194552 -0.248939 -0.104867 -0.410129 -0.130816 -0.409875 -0.327954 -0.402620 -0.492984 1.076641 -0.287776 -0.592042 -0.430430 -0.159717 -0.132317 1
-0.108497 0.236338 -0.357047 -0.194552 -0.619539 -0.125684 -0.487090 -0.137178 -0.889236 -0.892563 -0.869859 -0.899448 0.692873 -0.600084 0.321928 -0.904262 1.514036 -0.460954 5
0.398764 2.185133 -0.357047 -0.194552 0.595207 -0.075883 0.590372 -0.080028 -0.499149 -0.518272 -0.655388 -0.288224 0.232350 -1.451832 2.226834 -0.500339 -0.124841 2.315787 7
0.878606 -0.964259 -0.357047 -0.194552 -0.290116 -0.114317 -0.379344 -0.131119 -0.790259 -0.775200 -0.777943 -0.810821 0.779220 -0.566014 0.177617 -0.811049 0.469894 -0.270134 5
1.221350 0.653937 -0.357047 -0.194552 0.677562 -0.111063 2.514413 0.181612 0.088892 0.071712 0.125897 0.060174 -0.228172 0.319805 -0.313040 0.105545 -0.564430 -0.541127 6
0.906025 0.984536 2.410668 -0.194552 0.615796 -0.100877 -0.056105 -0.121343 0.603186 0.582397 0.718244 0.478863 -0.679100 1.262407 -1.457908 0.706251 -0.477013 -0.426700 6
-1.685119 -0.598860 -0.357047 -0.194552 -0.248939 -0.088016 0.036249 -0.080740 -0.473920 -0.400909 -0.466450 -0.547994 1.047858 -0.338881 -0.476593 -0.495161 -0.106836 -0.117357 1
1.495545 -1.138258 -0.357047 -0.194552 -0.269527 -0.118662 -0.394736 -0.131131 1.469722 1.270712 1.714000 1.352913 -3.000900 2.835303 -1.794634 1.716058 -0.341848 -0.571792 2
-1.095600 1.123736 -0.357047 -0.194552 0.204018 -0.066209 0.190172 -0.011955 -0.097418 -0.090058 -0.065594 -0.141530 0.146002 0.132421 -0.370765 -0.088649 -0.556505 -0.438720 6
-0.437531 -1.642857 -0.357047 -0.194552 -0.248938 -0.099911 -0.286990 -0.113431 2.395450 2.460197 2.265495 2.462285 -1.360289 1.097736 -0.495834 2.275336 -1.140842 -0.605089 2
0.522152 -1.399258 -0.357047 -0.194552 -0.393061 -0.117671 -0.440913 -0.129808 2.343050 2.412617 2.214431 2.404219 -1.273941 1.063666 -0.524697 2.223551 -1.146503 -0.593728 2
-0.533500 -1.573257 -0.357047 -0.194552 -0.269528 -0.113706 -0.502483 -0.136863 1.908327 1.825805 1.984641 1.875510 -2.300522 2.074408 -1.207769 1.990519 -0.737271 -0.584678 2
-0.602048 -0.024661 -0.357047 4.391310 2.036431 1.321294 0.667334 0.578445 -0.797051 -0.841812 -0.754964 -0.795540 0.241944 -0.372950 0.389273 -0.787746 1.675451 -0.638265 3
-1.218988 0.375538 -0.357047 -0.194552 -0.598950 -0.122958 -0.317775 -0.105117 -0.948428 -0.927454 -0.982200 -0.917785 0.961511 -1.003245 0.735620 -1.018189 -0.766850 -0.756021 3
0.206827 0.010139 -0.357047 -0.194552 -0.331294 -0.117423 -0.363952 -0.122313 -0.904762 -0.930626 -0.874965 -0.905561 0.500988 -0.543300 0.418136 -0.909441 2.395831 -0.585479 3
1.591513 1.645735 -0.357047 -0.194552 -0.043050 -0.049357 -0.210029 -0.122817 -0.749503 -0.781544 -0.846880 -0.593836 0.318698 -1.264448 1.822763 -0.759264 0.623731 2.410574 7
0.796347 -0.790259 -0.357047 -0.194552 -0.310705 -0.119984 -0.456306 -0.118533 2.580790 2.736157 2.362517 2.663989 -0.688694 0.660505 -0.428489 2.373728 -1.324131 -0.558342 2
-1.589151 -0.894659 -0.357047 -0.194552 -0.413650 -0.114780 -0.256206 -0.127541 2.315880 2.320631 2.227197 2.391995 -1.840000 1.307834 -0.370765 2.236498 -1.032171 -0.649384 2
1.385867 -0.703260 -0.357047 -0.194552 -0.372472 -0.115771 -0.379345 -0.131572 1.403737 1.191414 1.670595 1.273454 -3.068059 2.931835 -1.890841 1.672041 -0.284024 -0.567091 2
-0.067368 0.010139 -0.357047 -0.194552 2.633509 2.383502 2.422059 2.997996 0.438224 0.461863 0.465475 0.378011 -0.141824 0.541260 -0.774836 0.449915 -0.725694 -0.423613 4
-0.656887 0.201538 -0.357047 -0.194552 0.389317 -0.083374 -0.179244 -0.123902 0.270350 0.233482 0.378666 0.173250 -0.554375 0.944421 -1.044216 0.361881 -0.404071 -0.453439 4
-1.150439 -0.842459 -0.357047 4.391310 5.001234 0.299463 6.701126 0.399156 0.470246 0.417456 0.488454 0.494143 -0.861390 0.507190 0.004444 0.473218 -0.565544 -0.643273 3
0.247957 -1.729857 -0.357047 -0.194552 -0.228350 -0.107098 -0.425521 -0.120801 2.373132 2.422133 2.239963 2.459229 -1.485014 1.057988 -0.303420 2.249444 -1.128082 -0.638417 2
-0.026238 1.036736 -0.357047 -0.194552 -0.290117 -0.112797 1.082927 0.487929 -0.125559 -0.096401 -0.116659 -0.162923 0.366669 -0.043608 -0.293799 -0.140434 -0.702957 -0.393446 6
0.837476 -1.347058 -0.357047 -0.194552 -0.454829 -0.118415 -0.379343 -0.125525 2.579819 2.758360 2.329326 2.679270 -0.477621 0.444728 -0.274557 2.340068 -1.385438 -0.562924 2
1.536674 -0.564060 -0.357047 -0.194552 -0.475417 -0.126923 -0.502483 -0.136863 -0.652467 -0.721277 -0.540493 -0.713025 -0.093853 0.211917 -0.264937 -0.570249 0.909361 -0.507879 5
1.399577 1.715334 -0.357047 -0.194552 0.080484 -0.069182 0.051641 -0.016679 -0.726215 -0.692730 -0.839220 -0.615229 0.894351 -1.349623 1.389830 -0.777389 -0.233068 2.115171 7
-0.177046 -0.807659 -0.357047 -0.194552 -0.351882 -0.114531 -0.348560 -0.126432 1.849134 1.743334 1.862086 1.915240 -2.463624 1.603107 -0.245695 1.866235 -0.774337 -0.687238 2
1.509255 -0.651060 -0.357047 -0.194552 -0.598950 -0.126923 -0.594837 -0.139131 -0.647615 -0.714933 -0.530281 -0.716081 -0.084259 0.251665 -0.341903 -0.559892 0.893873 -0.490133 5
0.796347 -0.216061 -0.357047 -0.194552 -0.454828 -0.120397 -0.379344 -0.131572 -0.821310 -0.740309 -0.854539 -0.850550 1.402844 -0.895356 0.110272 -0.880959 0.610026 0.192771 1
-1.136729 0.253738 -0.357047 -0.194552 -0.537183 -0.100902 -0.548660 -0.120045 -0.962984 -0.933798 -1.000073 -0.936122 1.047858 -1.037315 0.706758 -1.036314 -1.464560 -0.473461 3
1.646352 -1.747257 -0.357047 -0.194552 -0.454828 -0.119192 -0.348560 -0.119372 2.251836 2.231816 2.196558 2.312535 -2.012696 1.478184 -0.486214 2.205427 -0.968160 -0.642955 2
0.330215 0.688737 -0.357047 -0.194552 0.265784 0.143689 3.207068 0.691259 0.120914 0.074884 0.164195 0.112128 -0.515998 0.387945 -0.139867 0.144384 -0.566659 -0.661193 6
0.206827 2.150333 -0.357047 -0.194552 0.224606 -0.056214 0.067033 -0.079732 -0.758237 -0.765685 -0.880072 -0.596892 0.548959 -1.434797 1.880487 -0.761854 0.598326 2.252932 7
-0.396402 0.166738 -0.357047 -0.194552 -0.681306 -0.126923 -0.610229 -0.139698 -0.958132 -0.936970 -0.982200 -0.939178 0.971105 -0.946461 0.629792 -1.018189 2.510764 -0.473461 3
-0.615758 0.010139 -0.357047 -0.194552 -0.496006 -0.123701 -0.548660 -0.139698 -0.836836 -0.746653 -0.877518 -0.865831 1.498787 -0.957818 0.119893 -0.893905 0.795464 0.314039 1
-0.053658 1.976334 -0.357047 -0.194552 -0.207761 -0.101563 -0.240813 -0.126848 -0.774733 -0.762513 -0.897944 -0.630510 0.740844 -1.457511 1.726556 -0.790335 0.571023 2.136804 7
-1.328666 1.402135 -0.357047 -0.194552 0.039306 -0.087997 0.220956 -0.104768 0.493534 0.484067 0.575264 0.399403 -0.487216 0.950099 -1.121182 0.561253 -0.569714 -0.436552 6
-0.848824 0.967136 -0.357047 -0.194552 -0.454828 -0.122379 -0.240813 -0.130627 -0.661200 -0.657838 -0.798369 -0.492984 0.568148 -1.457511 1.899729 -0.673819 -0.031240 2.205479 7
0.906025 -0.285661 -0.357047 -0.194552 0.059895 -0.093294 2.191174 -0.088992 -0.205128 -0.169356 -0.190702 -0.254607 0.491394 -0.071999 -0.370765 -0.215522 -0.505304 -0.332855 4
-1.452053 -1.051259 -0.357047 -0.194552 -0.228350 -0.092229 -0.086890 -0.087543 -0.422490 -0.375534 -0.377087 -0.517433 0.769626 -0.043608 -0.697870 -0.404537 0.089183 -0.235555 1
-1.150439 -0.529260 -0.357047 -0.194552 -0.434240 -0.123949 -0.379344 -0.116455 1.971400 2.028810 1.925917 1.948857 -1.082057 1.313512 -1.140424 1.930966 -1.045211 -0.503898 2
1.097962 -1.329658 -0.357047 -0.194552 -0.248939 -0.113789 -0.240813 -0.126092 2.274154 2.320631 2.196558 2.297255 -1.427449 1.347582 -0.851802 2.205427 -1.066121 -0.567633 2
-0.026238 0.340738 -0.357047 -0.194552 -0.598950 -0.118645 -0.594837 -0.137887 -0.960073 -0.936970 -0.987307 -0.939178 0.990293 -0.969175 0.649033 -1.023368 1.537216 -0.473461 3
-0.793985 -0.912059 -0.357047 -0.194552 -0.084227 -0.107511 -0.256206 -0.135100 2.329465 2.361866 2.222090 2.401163 -1.600145 1.194268 -0.418868 2.231319 -1.083067 -0.632272 2
1.385867 0.914936 -0.357047 -0.194552 0.430495 -0.054279 -0.009928 -0.091380 0.520705 0.503099 0.626328 0.405516 -0.583158 1.131806 -1.332838 0.613038 -0.486425 -0.426464 6
1.331028 1.228136 -0.357047 -0.194552 0.142251 -0.101834 -0.040713 -0.116039 -0.441898 -0.464349 -0.604324 -0.220989 0.155597 -1.446154 2.294179 -0.443376 -0.239917 2.321862 7
-0.560919 -0.651060 -0.357047 -0.194552 -0.393061 -0.111919 -0.348559 -0.128446 1.800616 1.714786 1.836554 1.820500 -2.242957 1.716673 -0.659387 1.840342 -0.768163 -0.634881 2
-1.575441 -0.198661 -0.357047 -0.194552 -0.578361 -0.117932 -0.533267 -0.137097 -0.959102 -0.936970 -0.987307 -0.936122 0.980699 -0.974853 0.668275 -1.023368 1.050441 -0.510690 3
0.220537 -1.068659 -0.357047 -0.194552 -0.001872 -0.080086 0.267133 -0.031797 -0.253647 -0.258171 -0.149851 -0.370739 0.165191 0.484477 -0.986492 -0.174094 0.102569 -0.340136 1
-1.095600 0.044939 -0.357047 -0.194552 1.892308 -0.041020 0.036249 -0.109638 -0.703896 -0.797404 -0.619643 -0.706913 -0.276143 -0.015216 0.302687 -0.650516 1.356076 -0.703522 3
-0.300434 1.245536 2.410668 -0.194552 0.059895 -0.092229 -0.102282 -0.075638 -0.747563 -0.756169 -0.857093 -0.599948 0.529771 -1.343944 1.745797 -0.764443 0.327655 2.297681 7
-0.300434 1.610935 -0.357047 -0.194552 -0.372472 -0.112797 -0.071498 -0.120738 -0.589393 -0.626118 -0.701346 -0.413525 0.146002 -1.230378 1.938212 -0.606499 0.021041 2.466305 7
0.275376 -0.372660 -0.357047 -0.194552 -0.372472 -0.113789 0.051641 -0.114943 -0.366209 -0.305751 -0.331129 -0.462423 0.846380 -0.066321 -0.736353 -0.357931 -0.040000 -0.208766 1
-0.958502 -0.755459 2.410668 -0.194552 -0.022461 -0.031432 -0.163852 -0.121494 -0.785407 -0.854499 -0.729432 -0.777203 0.011683 -0.270741 0.446998 -0.761854 1.526281 -0.682602 3
0.398764 0.079739 -0.357047 -0.194552 -0.516595 -0.120645 -0.579444 -0.139446 -0.814518 -0.727621 -0.849433 -0.847494 1.450815 -0.901035 0.071789 -0.873191 0.599402 0.231614 1
1.509255 -1.538457 -0.357047 -0.194552 -0.537183 -0.120727 -0.333167 -0.129871 1.594899 1.432482 1.788043 1.502663 -2.770639 2.596814 -1.621461 1.791147 -0.470491 -0.573034 2
1.344737 -1.068659 -0.357047 -0.194552 -0.578361 -0.120686 -0.548660 -0.131667 -0.801903 -0.819608 -0.752411 -0.835270 0.491394 -0.327524 0.062168 -0.785157 1.066667 -0.443896 5
-1.630280 -1.260058 -0.357047 -0.194552 -0.084227 -0.082729 -0.225421 -0.104361 -0.457423 -0.400909 -0.425599 -0.544938 0.884757 -0.162852 -0.611283 -0.453733 0.069954 -0.206080 1
-0.766565 -1.120859 -0.357047 -0.194552 -0.228350 -0.106106 -0.102282 -0.114943 -0.345831 -0.289891 -0.305597 -0.444086 0.788815 -0.015216 -0.765215 -0.332038 -0.050783 -0.217753 1
-0.931083 0.932336 -0.357047 -0.194552 -0.351883 -0.115028 -0.271598 -0.110975 -0.457423 -0.486552 -0.591558 -0.263775 0.107625 -1.270126 2.044040 -0.479625 -0.297479 2.444114 7
-1.205278 -0.790259 -0.357047 -0.194552 -0.331294 -0.123371 0.036249 -0.091322 0.177195 0.236654 0.176961 0.118240 0.395452 0.143777 -0.640145 0.157330 -0.735900 -0.338625 4
-0.039948 -1.956056 -0.357047 -0.194552 -0.331294 -0.120397 0.128603 -0.054284 2.787477 2.970882 2.451880 2.981826 -0.602346 0.047246 0.523964 2.464352 -1.463769 -0.750000 2
-0.410112 -1.155658 -0.357047 -0.194552 -0.022461 -0.051257 -0.086890 -0.110975 -0.281787 -0.232796 -0.223894 -0.395188 0.673684 0.155134 -0.938388 -0.249182 -0.005266 -0.243444 1
0.439893 -1.799457 -0.357047 -0.194552 -0.207761 -0.110383 0.698118 -0.064024 -0.041137 -0.023446 -0.032403 -0.068183 0.193973 0.024532 -0.236075 -0.054988 -0.722576 -0.441622 4
-0.821405 -1.207858 -0.357047 -0.194552 -0.043049 -0.089999 0.082426 -0.066567 -0.326424 -0.286719 -0.267299 -0.431862 0.625713 0.126742 -0.842181 -0.293199 0.023103 -0.257511 1
1.043123 1.036736 -0.357047 -0.194552 -0.001872 -0.084585 -0.025321 -0.109778 0.408142 0.417456 0.480795 0.307720 -0.247360 0.819498 -1.140424 0.465451 -0.539618 -0.400656 6
1.454416 -1.921257 -0.357047 -0.194552 -0.228350 -0.114531 -0.394737 -0.122275 2.138303 2.104937 2.104642 2.187234 -2.041478 1.529289 -0.543938 2.112214 -0.927912 -0.640129 2
-0.807695 0.636537 -0.357047 -0.194552 0.409907 -0.037132 0.097818 -0.132895 -0.372031 -0.416769 -0.290278 -0.422693 -0.103447 0.240309 -0.303420 -0.316503 -0.003851 -0.502154 4
-0.739146 -0.181261 -0.357047 -0.194552 -0.434239 -0.121966 -0.471698 -0.137619 -0.827133 -0.733965 -0.869859 -0.856663 1.517975 -0.963496 0.110272 -0.886138 0.670873 0.331194 1
-1.246407 -0.703260 -0.357047 -0.194552 -0.166583 -0.119736 0.005464 -0.132895 -0.461305 -0.378706 -0.453684 -0.544938 1.124612 -0.327524 -0.572800 -0.482215 -0.073687 -0.093275 1
-1.383505 -1.138258 -0.357047 -0.194552 -0.372472 -0.123701 -0.286990 -0.101337 -0.422490 -0.366018 -0.387300 -0.514377 0.855974 -0.111748 -0.669008 -0.414894 0.034392 -0.208529 1
1.550384 0.671337 5.178384 -0.194552 -0.351883 -0.111449 0.067033 -0.127781 -0.472949 -0.486552 -0.617090 -0.282112 0.261133 -1.349623 2.024798 -0.495161 -0.380543 2.365249 7
1.043123 0.027539 2.410668 -0.194552 -0.063639 -0.097444 1.698619 -0.042822 0.165551 0.252514 0.110578 0.145745 0.654496 -0.230992 -0.264937 0.090009 -1.026938 -0.309179 4
-1.671410 -0.303061 -0.357047 -0.194552 -0.619539 -0.123497 -0.641014 -0.137274 -0.956191 -0.936970 -0.977094 -0.939178 0.951916 -0.923748 0.610550 -1.013011 2.510764 -0.473461 3
0.289086 1.349935 -0.357047 -0.194552 -0.475417 -0.120026 -0.379344 -0.126588 -0.691281 -0.689558 -0.854539 -0.489928 0.577742 -1.656252 2.226834 -0.671230 0.630678 2.117897 7
-0.355273 -0.285661 2.410668 -0.194552 -0.125405 -0.082069 0.251741 -0.101652 -0.482653 -0.381878 -0.486876 -0.569387 1.306902 -0.424055 -0.592042 -0.513286 -0.057424 -0.004836 1
-1.356085 -0.981659 2.410668 -0.194552 -0.331294 -0.107511 0.005464 -0.086031 -0.446749 -0.378706 -0.420492 -0.538826 0.980699 -0.191244 -0.659387 -0.448554 0.044012 -0.168482 1
0.453603 1.088936 -0.357047 -0.194552 -0.372472 -0.119736 -0.256206 -0.109400 -0.654408 -0.670526 -0.767730 -0.496040 0.385858 -1.292839 1.803522 -0.676408 0.008637 2.383440 7
0.426184 -0.007261 -0.357047 -0.194552 -0.557772 -0.123949 -0.564052 -0.139131 -0.810636 -0.708589 -0.859646 -0.841382 1.585134 -0.991888 0.091031 -0.865424 0.564633 0.389158 1
-0.643178 -0.407460 -0.357047 -0.194552 -0.125405 0.057698 0.036249 0.009965 -0.850421 -0.895735 -0.798369 -0.859719 0.280321 -0.350237 0.312307 -0.831763 1.968979 -0.593943 3
1.536674 1.175936 -0.357047 -0.194552 -0.331294 -0.120397 -0.256206 -0.123006 -0.778614 -0.784716 -0.890284 -0.630510 0.577742 -1.383692 1.765039 -0.790335 0.477205 2.255869 7
-0.094787 -0.250861 -0.357047 4.391310 0.615796 -0.068109 0.436449 -0.087752 -0.622385 -0.737137 -0.502195 -0.648846 -0.535187 0.291414 0.042927 -0.531410 1.172935 -0.635078 3
-1.520602 -0.233461 -0.357047 -0.194552 -0.063638 -0.007973 0.067033 -0.122817 -0.501090 -0.397737 -0.522621 -0.569387 1.345279 -0.554657 -0.409248 -0.552124 -0.254292 0.011522 1
1.673772 1.280336 -0.357047 -0.194552 -0.578361 -0.126344 -0.502483 -0.139131 -0.813547 -0.819608 -0.923476 -0.667183 0.606525 -1.400727 1.765039 -0.821406 0.833114 2.225147 7
1.372157 -0.581460 -0.357047 -0.194552 -0.557772 -0.121739 -0.517875 -0.132456 -0.798022 -0.803748 -0.757517 -0.832214 0.596930 -0.384307 0.052548 -0.790335 0.982474 -0.404252 5
-1.657700 1.471735 2.410668 -0.194552 0.162840 -0.087997 0.005464 -0.111369 -0.583571 -0.591227 -0.734538 -0.389076 0.405046 -1.485902 2.111385 -0.585785 0.010972 2.249522 7
-1.410924 -0.129061 -0.357047 -0.194552 -0.557772 -0.124940 -0.579444 -0.137934 -0.823251 -0.743481 -0.854539 -0.853607 1.393250 -0.884000 0.100651 -0.880959 0.650591 0.170403 1
1.262479 0.427738 -0.357047 -0.194552 0.059895 -0.070421 -0.379344 -0.131572 -0.209010 -0.324782 -0.060488 -0.272943 -0.880579 0.819498 -0.505455 -0.083470 0.249180 -0.566391 4
0.234247 1.019336 -0.357047 -0.194552 0.224606 -0.102802 -0.040713 -0.078661 -0.066366 -0.036134 -0.045169 -0.120137 0.328292 0.086994 -0.476593 -0.067935 -0.585671 -0.375496 6
1.564094 0.880137 -0.357047 -0.194552 0.039306 -0.095101 -0.286990 -0.125675 0.544964 0.503099 0.667179 0.433021 -0.823013 1.262407 -1.313597 0.654466 -0.467152 -0.457053 6
1.605223 -1.155658 -0.357047 4.391310 0.204017 -0.074837 1.898720 -0.093259 -0.568045 -0.613431 -0.535387 -0.557163 0.050060 -0.248027 0.370032 -0.565071 0.172675 -0.652243 5
0.179408 0.236338 2.410668 -0.194552 -0.084227 -0.087686 -0.394736 -0.137178 -0.770851 -0.848155 -0.696240 -0.777203 -0.074665 -0.134461 0.302687 -0.728193 1.546366 -0.645880 3
1.152801 2.185133 -0.357047 -0.194552 0.204017 -0.046384 0.097818 -0.068646 -0.695163 -0.721277 -0.829007 -0.502153 0.328292 -1.463189 2.149868 -0.681587 0.466196 2.278106 7
-0.698017 -0.024661 -0.357047 -0.194552 -0.248939 -0.099652 -0.302383 -0.128310 -0.547667 -0.708589 -0.364321 -0.606061 -1.014898 0.774071 -0.293799 -0.391591 1.276298 -0.610415 3
0.481023 1.106336 2.410668 -0.194552 0.265784 -0.084135 0.744295 -0.080028 0.325661 0.338157 0.383772 0.240485 -0.151418 0.654826 -0.957630 0.367059 -0.567564 -0.406297 6
-1.054470 1.367335 -0.357047 4.391310 0.554029 -0.091092 0.667334 -0.070609 0.548845 0.547506 0.616115 0.463582 -0.458433 0.898995 -1.063458 0.602681 -0.623751 -0.442101 6
0.165698 1.019336 -0.357047 -0.194552 -0.022461 -0.041345 0.328703 0.016579 -0.055692 -0.039306 -0.029849 -0.101801 0.193973 0.126742 -0.409248 -0.052399 -0.618316 -0.413092 6
1.125381 -0.146461 -0.357047 -0.194552 -0.310705 -0.119984 -0.625621 -0.139635 -0.938724 -0.924282 -0.949009 -0.930010 0.894351 -0.838573 0.523964 -0.984529 2.218700 -0.454782 5
-1.520602 0.201538 -0.357047 -0.194552 -0.598950 -0.125931 -0.594837 -0.139131 -0.895058 -0.889391 -0.877518 -0.911673 0.779220 -0.617119 0.264204 -0.912030 1.775967 -0.385533 5
-1.260117 0.131938 -0.357047 -0.194552 -0.537183 -0.109329 -0.394737 -0.121571 -0.951339 -0.930626 -0.974541 -0.933066 0.961511 -0.935105 0.620171 -1.010422 -0.085366 -0.473461 3
-0.574629 0.044939 -0.357047 -0.194552 -0.434239 -0.115425 -0.410129 -0.130437 -0.677696 -0.787888 -0.555813 -0.709969 -0.448839 0.257344 0.014065 -0.585785 1.368492 -0.615299 3
0.001181 -1.173058 -0.357047 -0.194552 0.286373 -0.046053 0.082425 -0.113431 -0.220654 -0.191560 -0.149851 -0.331010 0.443423 0.291414 -0.938388 -0.174094 -0.056747 -0.295804 1
-0.327853 -1.416658 -0.357047 -0.194552 -0.290115 -0.113789 -0.348559 -0.127541 2.620575 2.786908 2.372730 2.728168 -0.621535 0.495833 -0.216833 2.384085 -1.365068 -0.582985 2
0.481023 1.506535 -0.357047 -0.194552 -0.104816 -0.102141 -0.333167 -0.123069 -0.512734 -0.543647 -0.647729 -0.315729 0.136408 -1.321231 2.101764 -0.523643 -0.100565 2.426761 7
-0.163336 -0.163861 -0.357047 -0.194552 -0.351883 -0.116019 -0.579444 -0.138690 -0.294402 -0.337470 -0.218788 -0.340178 -0.151418 0.263022 -0.293799 -0.244004 -0.144422 -0.511225 5
1.673772 -0.268261 2.410668 -0.194552 -0.434239 -0.113695 -0.086890 -0.107016 -0.590363 -0.613431 -0.543047 -0.618285 0.270727 -0.168531 0.014065 -0.572838 0.127649 -0.494669 5
