x1 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x42 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 Class
0.34843 0.53919 0.09877 0.50896 0.11516 0.91453 0.08965 0.07904 1.03525 0.40144 0.42936 -0.38297 0.67584 0.35595 0.85146 0.20858 1.00755 -0.06876 0.29652 0.06822 1.03652 -0.08249 1.16890 -0.25548 1.25344 -0.68943 1.15721 -0.43838 1.16100 -0.49634 1.08104 -0.43684 1.41747 1
0.34843 0.72165 2.16791 -3.08419 1.92134 -3.15091 -1.81521 -0.32657 0.06040 -0.02782 -0.17174 -0.27802 -0.07365 0.01031 0.60159 0.56085 -0.07228 -0.20999 1.07020 -0.55290 -0.01603 -1.09590 -0.19911 1.04543 -1.17274 0.88921 -1.69409 1.08084 -0.42918 -0.00286 0.40079 0.91889 0.13785 2
0.34843 -0.70286 0.20746 -0.28463 0.11342 -0.06559 -0.23932 0.02858 0.05688 0.08608 -0.65050 0.11730 -0.28523 0.32370 -0.07009 0.70436 -0.44449 0.10403 -0.03553 0.02144 0.11193 -0.13376 -0.28749 0.20978 0.07765 -0.07362 0.06560 -0.05581 0.24914 0.62289 -0.02903 0.08857 -0.09994 1
-2.86999 -1.29043 -0.10066 -1.15786 -0.25185 -1.11819 -0.22954 -1.01087 -0.37533 -0.84626 -0.31378 -2.25463 -2.21264 -0.52793 -0.15541 1.00148 1.51922 -0.57468 0.04635 -0.55290 -0.01603 -2.25984 2.00759 -0.68580 0.14020 0.88921 -1.69409 -2.39703 -1.91640 1.13461 1.95731 -0.66938 -0.03096 2
0.34843 0.72165 -2.36924 0.76848 1.92134 0.91453 -2.15258 0.96407 -2.44503 0.93091 -2.33761 0.96443 -0.22627 1.00605 -2.34016 1.00148 2.02320 1.02436 -1.60476 1.08924 1.91661 1.05742 -1.78961 -0.68580 0.14020 0.88921 1.94730 1.08084 -1.50518 1.13461 1.95731 1.24662 2.10730 2
0.34843 0.61406 0.55071 0.23978 1.20958 -0.15135 1.35611 -0.98585 1.46896 -1.28826 1.39586 -1.41195 0.94579 -1.69194 0.75658 -1.69573 0.15260 -1.62087 -0.33034 -1.41462 -0.86639 -1.11292 -0.93693 -0.75711 -1.13582 -0.73873 -0.90063 -0.01900 -0.77103 0.18939 -0.43202 0.29582 -0.15883 1
0.34843 0.52187 -0.06044 0.76848 -0.29038 0.71270 -0.21590 0.66293 -0.25790 0.93091 -0.24201 0.93018 -0.16750 0.96798 -0.07794 1.00148 -0.05704 0.85992 -0.01521 0.86213 0.13473 1.05742 0.28404 0.87353 0.23098 0.77873 0.18572 0.98835 0.10395 1.13461 0.02814 1.12433 0.01454 1
0.34843 0.30672 0.56839 0.07623 0.88499 -0.27829 1.08118 -0.73088 1.35386 -1.14537 1.28044 -1.33577 1.27460 -1.40484 0.75063 -1.84125 0.34506 -1.69364 -0.14380 -1.50034 -0.47026 -1.27523 -0.61793 -0.98767 -0.89453 -1.02123 -0.76020 -0.32717 -0.69528 -0.07436 -0.44496 -0.00698 -0.20279 1
0.34843 0.14863 -0.11534 0.12637 -0.34327 0.16460 -0.32911 0.52947 -0.20787 0.35003 -0.11728 0.39667 0.13187 0.39543 -0.19783 0.26208 -0.08405 0.17569 -0.14719 0.50998 0.27168 0.04829 0.52066 0.22183 0.03184 -0.17574 0.12733 -0.11221 -0.07896 0.24427 -0.20085 -0.08651 -0.14168 1
0.34843 0.72165 0.04766 0.76848 0.19900 0.91453 0.27586 0.82684 0.29138 0.69585 0.47631 0.56968 0.82443 0.69243 0.98768 0.44980 1.23208 0.34667 1.26176 0.23216 1.28144 0.07141 1.41599 -0.09053 1.55978 -0.51317 1.44453 -0.32255 1.44845 -0.41845 1.42475 -0.53545 1.49670 1
-2.86999 -3.30251 -2.36924 0.76848 -2.42504 -3.15091 1.69351 -1.01087 -0.37533 0.93091 -2.33761 0.96443 -2.21264 -0.52793 -0.15541 -0.61890 0.00729 -0.57468 0.04635 -2.19505 1.91661 1.05742 -1.78961 -2.41702 2.10959 0.88921 1.94730 -0.65809 0.05502 1.13461 0.98236 -0.66938 -0.03096 2
0.34843 0.66193 -0.42697 0.60135 -0.25680 0.84491 -0.55882 0.93702 0.00270 0.78485 -0.30916 0.86153 -0.35997 0.87296 -0.16039 0.78691 -0.16761 0.97690 -0.36329 1.08924 0.18253 0.92488 0.00930 0.91500 0.27508 0.77364 -0.04184 1.02923 -0.34106 0.87856 -0.16178 1.18100 -0.49963 1
0.34843 0.72165 -2.36924 0.76848 1.92134 -3.15091 1.69351 0.96407 -2.44503 0.93091 -2.33761 -2.25463 -2.21264 -2.06192 2.02935 1.00148 2.02320 1.02436 1.97560 -2.19505 1.91661 1.05742 -1.78961 1.04543 -1.82920 0.88921 1.94730 1.08084 2.02643 -2.37005 1.95731 -2.58539 2.10730 2
0.34843 0.72165 -0.52781 0.63431 -1.03759 -1.33911 -2.02945 0.96407 -0.46948 0.05786 -1.68478 -0.09091 -1.59963 -1.32077 -2.28587 -0.52980 -1.24735 -0.04525 -1.88290 -0.76886 -0.89152 -0.90070 -0.56945 -1.03779 -0.38305 -1.44785 -0.20842 -0.98918 -0.17353 -0.90906 -0.11521 -0.93261 -0.08329 2
0.34843 0.72165 2.16791 0.76848 -2.42504 -1.11819 -0.22954 -1.01087 -0.37533 0.93091 1.71006 0.96443 -2.21264 1.00605 2.02935 1.00148 -2.00862 -0.57468 0.04635 -0.55290 -0.01603 1.05742 -0.41840 -0.68580 0.14020 0.88921 -1.69409 1.08084 2.02643 1.13461 -1.94252 -0.66938 -0.03096 2
0.34843 -3.30251 0.53692 -0.72979 0.07485 -2.65682 -1.59459 -1.61756 1.09917 -2.62342 1.71006 -1.96007 0.49873 -1.74109 -0.21252 -2.20751 -1.66606 -1.53620 -1.00023 -0.62803 -1.62026 0.95986 -1.67793 -2.41702 -0.70934 0.39228 0.29367 -2.39703 0.15810 -0.29703 0.05837 -1.43964 -1.06248 2
0.34843 -0.28214 -0.18224 0.01959 -0.22255 0.07860 -0.19929 0.15190 -0.32417 0.33986 -0.32286 0.50869 -0.28453 0.49243 -0.13577 0.30962 0.05712 0.46021 -0.09672 0.38072 0.25757 0.35296 0.04072 0.11952 0.23756 0.04702 0.14161 0.17034 -0.01588 0.33917 0.21335 0.49314 -0.20395 1
0.34843 0.60758 0.35212 0.69397 0.63488 0.51844 0.85831 0.10867 1.09064 -0.10276 1.37066 -0.40465 1.62187 -0.44867 1.89132 -1.01982 1.69943 -1.25925 1.50398 -1.37810 1.19308 -1.68787 1.06642 -1.87776 0.74898 -2.54644 0.41098 -1.96935 -0.03171 -1.93546 -0.34205 -1.95181 -0.76582 1
0.34843 0.72165 0.16624 0.76848 0.25948 0.91453 0.56230 0.96407 -0.25359 0.93091 0.16241 0.96443 0.04904 1.00605 0.87272 1.00148 -0.11128 1.02436 -0.18063 1.08924 0.66607 1.05742 0.89076 1.04543 -0.09150 0.88921 0.49484 1.08084 0.17098 1.13461 0.69560 1.24662 0.47215 1
0.34843 0.42404 0.78980 -0.40876 1.40916 -0.93813 1.67242 -1.85269 1.46141 -2.20097 0.69774 -2.14345 0.02887 -1.84563 -0.83364 -1.68884 -1.10674 -0.88266 -1.61402 -0.08581 -1.57173 0.47108 -0.55989 0.66134 -0.31915 0.34015 0.51520 -0.00025 1.20455 -0.27309 1.30049 -0.88426 1.35748 1
0.34843 0.20754 -0.15488 0.20545 -0.17994 0.35031 0.09569 0.55384 -0.21553 0.60096 0.57537 0.38157 -0.17788 0.55770 0.31849 1.00148 0.12958 0.40120 0.14565 0.55494 0.06568 0.26164 -0.36566 0.57761 -0.17115 0.14672 0.25631 -0.12107 0.22535 0.36211 0.15282 0.48585 0.43285 1
0.34843 -1.29043 -0.10066 -1.15786 -0.25185 -1.11819 -0.22954 -1.01087 -0.37533 0.25905 1.71006 -0.64510 -0.18903 -0.52793 -0.15541 -0.02609 -1.44318 0.32235 -1.88290 -0.55290 -0.01603 -0.60121 0.10899 -0.68580 0.14020 0.88921 0.32645 -0.65809 0.05502 -0.61772 0.00740 -0.66938 -0.03096 2
0.34843 -2.38057 0.23647 -1.80792 1.34273 -0.06093 -0.49746 -0.38108 -0.51630 -0.47762 -0.62079 0.11730 -0.00735 0.33642 -0.49361 -0.35301 0.91850 -0.03507 0.11206 0.27579 0.12159 -1.65904 -1.06074 1.04543 1.43281 -0.24863 -0.60378 -0.92189 0.27475 -0.57568 1.09584 0.33905 -0.22294 2
0.34843 0.72165 0.05458 0.76848 0.05698 0.91453 0.19561 0.96407 -0.63404 0.93091 0.48554 0.96443 0.80215 1.00605 1.13329 -1.22654 2.02320 1.02436 0.04635 1.08924 1.76201 1.05742 2.00759 1.04543 2.10959 0.88921 1.94730 1.08084 0.54787 1.13461 1.95731 1.24662 2.10730 1
0.34843 0.03442 0.88882 -0.29715 1.37378 -1.01007 1.40709 -1.64339 1.32470 -2.05923 0.74687 -2.00050 -0.04513 -1.79824 -0.78293 -1.38100 -1.43862 -0.65078 -1.61284 -0.17041 -1.49095 0.33862 -0.88071 0.60050 -0.22700 0.39952 0.55835 0.12765 1.21955 -0.25763 1.50423 -1.02448 1.55896 1
0.34843 0.08177 -0.49344 0.42813 0.22425 -0.17007 0.40242 -0.50144 0.83139 0.93091 -0.62128 -0.62804 0.71194 -0.51167 0.69379 -0.31620 0.83720 -0.40571 0.74769 -0.48188 0.57816 -0.60259 0.58242 -0.73535 0.52236 -1.13446 0.39026 -0.74120 0.25904 -0.69806 0.14514 -0.74627 0.06710 2
0.34843 0.62332 -0.09116 0.67569 -0.31102 0.78114 -0.26646 0.85723 -0.34209 0.86889 -0.24737 0.87061 -0.04070 0.92360 -0.18438 0.95567 0.01011 0.94176 0.16284 0.96887 0.14654 0.94337 0.30050 0.95055 0.16700 0.76354 0.21628 0.96188 0.21604 1.03063 0.00672 1.08344 0.06979 1
0.34843 0.46072 0.96493 -0.11870 1.53367 -0.90719 1.60265 -1.76200 1.44427 -2.16028 0.86462 -2.12746 0.14954 -1.79220 -0.70033 -1.58113 -1.26963 -0.95864 -1.55263 -0.24380 -1.53700 0.25393 -0.98137 0.51349 -0.34906 0.28970 0.31749 0.26003 0.83889 -0.16257 1.11052 -0.79850 1.19965 1
0.34843 0.72165 0.08945 0.76848 0.12600 0.91453 -0.48546 0.92797 0.96004 0.93091 0.65572 0.96443 1.00718 1.00605 1.39048 1.00148 1.67600 1.02436 1.88105 1.08924 1.91661 1.02494 2.00759 0.90042 2.10959 0.57685 1.94730 0.64301 2.02643 0.51004 1.95731 0.33612 2.10730 1
0.34843 0.61078 -1.21932 0.76848 -0.33208 0.89213 -1.90359 0.76822 1.01017 0.93091 -0.51826 0.96443 -0.44184 1.00605 -0.48349 1.00148 -0.34914 1.02436 -0.34897 1.08924 -0.46928 1.05742 -0.39549 1.04543 -0.44771 0.88921 -0.47976 1.08084 -0.67305 1.13461 -0.78700 1.24662 -0.98760 1
-2.86999 0.72165 2.16791 -1.15786 -0.25185 0.91453 -2.15258 0.96407 -2.44503 0.93091 1.71006 0.96443 1.83457 1.00605 -2.34016 1.00148 2.02320 1.02436 1.97560 1.08924 -1.94867 -2.25984 -1.78961 1.04543 -1.82920 0.88921 -1.69409 1.08084 2.02643 -0.61772 0.00740 1.24662 -2.16922 2
0.34843 -0.85926 -0.31672 -0.51575 -0.09662 -0.73100 0.13677 -0.54064 -0.17821 -0.12693 -0.26559 -0.14692 -0.28540 -0.05314 -0.25944 -0.15594 -0.23270 -0.04167 0.13822 -0.04463 -0.01603 -0.24579 -0.11704 -0.06751 0.04641 -0.62186 0.08491 -0.32686 0.05502 -0.31988 -0.03226 -0.38785 -0.07110 1
0.34843 0.72165 -1.04114 0.76848 1.40262 0.65150 0.12802 0.96407 -0.58075 0.82151 0.65746 0.40837 -0.51443 1.00605 -0.13620 0.96280 -1.00320 0.70495 -0.42626 0.89325 -0.38507 1.05742 -0.12476 0.93451 0.35049 0.75128 -0.00538 1.08084 -0.48489 0.15278 0.39444 0.31510 -0.14647 1
0.34843 0.21694 -0.04283 0.74910 -0.03905 0.42373 0.01810 0.45677 -0.56550 0.85702 -0.26354 0.93097 -0.19852 0.94638 0.06733 0.86345 0.08301 0.56106 0.09811 0.78086 -0.17157 1.05742 0.10899 0.55660 0.11642 0.54527 0.17307 0.60151 0.03386 0.96654 0.22318 0.72618 0.02784 1
0.34843 0.53145 0.83202 0.10108 1.37285 -0.50998 1.61476 -1.27437 1.64925 -1.77458 1.37133 -1.92721 0.92569 -2.01024 0.17650 -2.12587 -0.50785 -1.72380 -1.09922 -1.23515 -1.66274 -0.63853 -1.67167 -0.05705 -1.54104 0.25945 -1.00148 0.83699 -0.49940 0.93579 0.19849 0.77711 0.95907 1
0.34843 0.72165 0.43007 0.60289 0.87849 0.46774 1.15783 -0.06961 1.36781 -0.35507 1.54269 -0.49273 1.59676 -0.86510 1.84155 -1.17255 1.52965 -1.39595 1.29124 -1.61253 0.84619 -1.83029 0.66266 -1.91216 0.21092 -2.44234 -0.09084 -1.78774 -0.50059 -1.51581 -0.86041 -1.38658 -1.17106 1
0.34843 0.03571 -1.52712 -1.15786 -0.25185 -1.11819 -0.22954 0.51523 1.69437 0.93091 -0.88106 -0.64510 -0.18903 -0.52793 -0.15541 0.38769 -0.45086 0.76997 -1.88290 1.08924 -1.94867 -0.60121 0.10899 -0.68580 0.14020 0.88921 -1.58373 -0.88205 -1.78199 -0.61772 0.00740 -0.66938 -0.03096 2
0.34843 -1.29043 -0.10066 0.76848 0.02825 0.67963 -0.26800 -1.01087 -0.37533 0.93091 -1.17277 0.96443 0.20670 1.00605 -0.27192 1.00148 -1.63680 -0.57468 0.04635 1.08924 -0.09334 1.05742 -0.24542 -0.68580 0.14020 0.88921 -1.69409 -0.65809 0.05502 1.13461 0.23706 1.06780 -0.23529 2
0.34843 0.49736 -0.06366 0.61451 -0.22349 0.76090 -0.20340 0.75037 -0.58692 0.75503 -0.48434 0.85241 -0.20994 0.90011 -0.35024 0.77503 -0.09465 0.85568 -0.03128 0.89905 -0.25038 0.87343 -0.11711 0.75077 -0.13824 0.62640 -0.08838 0.82932 -0.20227 0.84590 -0.23541 0.99344 -0.29258 1
0.34843 0.72165 -1.33045 0.76848 -2.42504 0.91453 -2.15258 0.96407 0.37425 0.93091 -1.14596 0.96443 1.83457 1.00605 -2.34016 1.00148 -0.58446 1.02436 -1.75941 1.08924 1.91661 1.05742 2.00759 1.04543 -0.66505 0.88921 -1.01579 1.08084 -1.91640 1.13461 -1.94252 1.24662 -2.16922 2
-2.86999 -1.29043 -0.10066 -3.08419 1.92134 0.91453 1.69351 -2.98582 -2.44503 -0.84626 -0.31378 -2.25463 -2.21264 -2.06192 -0.83814 -2.23928 -2.00862 1.02436 -1.88290 1.08924 -1.94867 -0.60121 0.10899 1.04543 -1.82920 -2.99075 -1.69409 -0.65809 0.05502 1.13461 -1.94252 -0.66938 -0.03096 2
0.34843 0.72165 -0.18528 0.76848 -0.41230 0.90642 -0.44182 0.96087 -0.58087 0.91209 -0.59335 0.91090 -0.62805 0.93377 -0.70376 0.85947 -0.68618 0.87375 -0.57394 0.92488 -0.68648 0.85629 -0.60570 0.80674 -0.70645 0.56275 -0.65851 0.75798 -0.78467 0.74768 -0.92811 0.76983 -1.10334 1
0.34843 -0.44673 0.18250 -0.48364 0.01980 -0.64696 0.30805 -1.08268 0.54192 -0.76598 0.41873 -0.95238 0.49163 -0.73272 0.44151 -0.57471 0.82283 -1.13071 0.29189 -0.88179 0.08211 -0.91032 0.79940 -0.92822 0.04562 -1.24421 -0.00292 -2.39703 -1.91640 -0.66882 -0.13814 -0.67946 -0.16597 2
0.34843 -0.00640 2.16791 -0.75654 -2.42504 0.91453 1.69351 0.72153 0.26464 -2.03493 1.71006 -0.74040 1.00028 -0.50103 -0.04521 -1.45396 -2.00862 -0.34675 -0.01710 -0.01633 -0.86369 -2.25984 2.00759 0.71513 -1.82920 0.88921 0.01482 1.08084 2.02643 -0.25650 -1.94252 1.24662 2.10730 2
0.34843 0.72165 0.10558 0.68093 -0.44941 0.45255 -0.22954 0.96407 -0.37533 0.85014 -0.31378 0.96443 -0.09706 0.86659 -0.25470 1.00148 0.00729 1.02436 0.04635 0.86532 0.15966 0.68046 0.28159 0.88804 0.22970 0.72511 0.17935 1.00181 0.23424 0.89566 -0.16987 0.98536 0.06622 1
0.34843 0.72165 -0.15191 0.76848 -0.34951 0.91453 -0.35803 0.96407 -0.55744 0.93091 0.82307 0.96443 -0.44680 1.00605 -0.47268 1.00148 0.66059 1.02436 -0.29395 1.08077 -0.38225 0.98445 -0.27227 1.04543 -1.67724 0.64244 -0.27018 0.78383 -0.38599 0.75749 -0.43650 0.74831 -0.52236 1
0.34843 -0.43111 -1.23495 -1.15786 -0.25185 -1.11819 -0.22954 -0.09335 0.68109 0.20153 -0.27162 -0.64510 -0.18903 -0.52793 -0.15541 -0.35222 -0.90827 0.37143 -0.30734 -0.55290 -0.01603 -0.60121 0.10899 1.02379 -0.66397 -2.99075 -1.69409 -1.14355 -1.43587 -0.61772 0.00740 -0.66938 -0.03096 2
0.34843 0.57390 -0.00597 0.56170 0.09078 0.63194 0.15105 0.64166 0.38065 0.58648 0.49976 0.58170 0.63158 0.49348 0.90114 0.35496 1.05057 0.27908 1.05303 0.24247 1.03169 0.10447 1.16621 -0.10861 1.22876 -0.52740 1.11368 -0.27019 1.10870 -0.36693 0.96527 -0.44764 0.96485 1
-2.86999 -1.29043 -0.10066 -3.08419 -2.42504 0.91453 1.69351 -2.98582 1.69437 -2.62342 1.71006 0.96443 -2.21264 1.00605 2.02935 -2.23928 -2.00862 -2.17372 1.97560 1.08924 -1.94867 -2.25984 2.00759 -2.41702 2.10959 0.88921 -1.69409 -2.39703 2.02643 -2.37005 -1.94252 1.24662 -2.16922 2
-2.86999 -3.30251 2.16791 -3.08419 -2.42504 -1.11819 -0.22954 -2.98582 1.69437 0.93091 -2.33761 -2.25463 -2.21264 -2.06192 2.02935 -0.61890 0.00729 -2.17372 -1.88290 -2.19505 1.91661 -0.60121 0.10899 1.04543 -1.82920 0.88921 1.94730 1.08084 -1.91640 1.13461 1.95731 -0.66938 -0.03096 2
0.34843 0.46231 -0.00252 0.38217 0.14578 0.89439 0.33376 0.75582 -0.54788 0.72828 -0.35482 0.81065 -0.72982 0.84360 0.28076 0.81747 -0.08629 0.77574 0.02723 1.05446 -0.67359 0.70834 -0.36758 0.81450 -0.04085 0.61697 0.07366 0.71174 -0.02583 0.71291 0.43271 1.02126 0.16561 1
0.34843 0.41406 -0.17772 0.50673 -0.43642 0.54769 -0.22954 0.44413 -0.53352 0.43286 -0.58877 0.56119 -0.42533 0.66083 -0.56361 0.64713 -0.42071 0.41666 -0.15026 0.74756 -0.31967 0.88134 0.04450 0.78446 -0.37411 0.38704 -0.29783 0.49381 -0.38447 0.65466 -0.72952 0.59168 -0.56213 1
0.34843 -0.08640 0.81430 0.43732 1.49802 0.42670 1.13023 0.64828 -0.60267 0.88312 -0.15225 0.89721 -1.92381 0.88275 1.77688 0.92778 -0.09766 0.84324 0.39622 1.06435 -1.36103 0.83632 -1.51915 -0.19060 -0.45186 0.88921 0.43751 0.43671 0.89636 0.92007 1.58697 0.90134 1.44063 2
0.34843 0.72165 2.16791 -1.15786 -0.25185 0.91453 -2.15258 -2.98582 -2.44503 0.93091 1.71006 0.96443 -2.21264 -0.52793 -0.15541 1.00148 -2.00862 1.02436 1.97560 -0.55290 -0.01603 1.05742 -1.78961 -2.41702 -1.82920 0.88921 1.94730 -2.39703 2.02643 -2.37005 1.95731 -0.66938 -0.03096 2
0.34843 0.62541 0.04895 0.64546 0.03132 0.73150 0.13877 0.66548 -1.40940 0.75360 0.92724 0.60932 0.50563 0.58043 0.67454 0.45290 0.83067 0.95196 1.20124 0.32167 0.83603 0.17458 0.95408 0.01431 1.01065 -0.38392 0.91353 0.91269 2.02643 -0.20759 0.77995 -0.31239 0.76428 1
0.34843 -2.58391 -2.36924 0.76848 1.54879 0.91453 -2.15258 0.96407 -0.85950 0.93091 1.63236 0.96443 -0.95151 1.00605 -2.34016 1.00148 0.28627 1.02436 -1.88290 1.08924 -0.08161 -1.99921 2.00759 0.24473 1.82824 0.88921 1.94730 1.08084 -1.91640 1.13461 -1.94252 1.24662 -2.16922 2
0.34843 0.01635 -0.27979 -0.03550 -0.56435 -1.38507 -0.64076 -0.42242 -0.28420 -0.16923 -0.84683 -0.17945 -0.83653 -0.47487 -0.56935 -0.29047 -0.58621 -0.33169 -0.51414 -0.39669 -0.62530 -0.49247 -0.39974 -0.63379 -0.35460 -1.05167 -0.29598 -0.70351 -0.36152 -0.70038 -0.36211 -0.64379 -0.61259 1
0.34843 -0.03620 -0.17983 -0.01968 -0.24140 0.10976 -0.37301 0.23684 -0.35540 0.26367 -0.46477 0.43373 -0.04293 0.43749 -0.33945 0.47500 0.19167 0.49905 0.04635 0.41539 0.17932 0.22910 0.16840 0.45586 0.41747 0.12220 0.16337 0.23544 0.14278 0.46405 -0.01138 0.50651 -0.22653 1
0.34843 -0.54846 -2.36924 -3.08419 -2.42504 -1.27392 1.69351 0.96407 1.59174 0.47946 -1.09720 -2.25463 -1.79402 -0.67638 2.02935 0.16996 0.94473 -0.06690 -0.48344 -0.78844 -0.40619 -0.79985 0.23990 -0.63350 0.27094 -0.98398 0.10501 -0.66510 0.02205 -0.63106 0.00950 -0.66910 -0.02401 2
0.34843 0.17289 -0.21409 0.56122 -0.17661 0.91453 1.16904 0.29978 -0.49763 0.01002 -0.65414 0.67164 0.00440 0.34364 2.02935 0.19866 0.44712 0.49377 0.23927 1.08924 -0.59582 1.03479 -1.78961 0.30573 0.78472 0.05467 0.39376 0.07701 0.21632 0.23964 0.29292 1.24662 2.10730 2
0.34843 0.63229 -0.10418 0.50690 -0.53967 0.81253 -0.23840 0.62456 -1.43442 0.79658 -0.10394 0.96443 -0.47734 0.99476 -0.21094 0.93428 -0.30554 0.76872 1.23745 1.08924 -0.33146 0.84996 -0.05230 0.79857 0.10742 0.58137 0.09440 0.77526 0.01821 0.79525 -0.03076 0.83968 -0.07456 1
0.34843 0.72165 -0.07559 0.76848 -0.22783 0.91453 -0.18492 0.95317 -0.40505 0.92110 -0.31825 0.93776 -0.14208 1.00605 -0.13609 0.96209 0.02287 0.99080 0.07832 1.05658 -0.00322 1.02627 0.14884 0.99569 0.12714 0.85105 0.15574 1.04434 0.08551 1.10945 0.04833 1.22122 0.02810 1
0.34843 -0.61974 -0.66780 -0.30172 0.23108 -0.32768 0.09098 -0.18797 -0.08787 0.04233 -0.53864 0.23871 -0.35989 0.36688 0.57284 0.28132 0.06329 -0.17492 -0.32877 0.22255 -0.12341 0.27418 0.05625 -0.01254 0.30431 -0.24485 -0.13295 -0.31997 -0.21879 0.02931 -0.28137 -0.50972 -1.10009 1
0.34843 0.72165 0.28048 0.75599 0.10312 0.80509 0.41174 0.80132 0.09263 0.77822 0.43721 0.71093 0.76002 0.71476 0.92004 0.65266 0.98120 0.46615 1.14558 0.37578 1.10627 0.32075 1.33776 0.15057 1.22801 -0.21043 1.38523 -0.03757 1.55619 -0.02331 1.31080 -0.24593 1.65153 1
0.34843 0.72165 2.16791 0.76848 1.92134 0.73179 1.69351 -1.54352 1.69437 -2.32401 1.71006 -2.25463 1.83457 -2.06192 1.42911 -2.23928 -1.15748 -2.17372 -0.76494 -2.19505 -1.94867 -1.47760 -1.78961 0.87255 -1.82920 0.88921 -1.69409 1.08084 -1.91640 1.13461 -0.66895 1.24662 0.71412 1
0.34843 0.72165 -0.47080 0.76848 -0.47284 0.91451 -0.52178 0.96407 -0.77431 0.82526 -1.02517 0.89578 -0.79176 0.90970 -0.90722 0.91213 -0.55930 0.86665 -0.79062 0.86005 -0.93033 0.77524 -0.86347 0.76981 -0.78812 0.42796 -0.93613 0.48479 -1.30120 0.58638 -1.25102 0.57079 -1.46843 1
0.34843 0.56626 0.07638 0.62745 0.10132 0.70520 0.24388 0.65027 0.35314 0.55417 0.54020 0.49309 0.76172 0.55806 1.07846 0.36076 1.30151 0.24478 1.29890 0.10236 1.27835 -0.03343 1.40655 -0.27562 1.63981 -0.68674 1.47183 -0.48952 1.45547 -0.56979 1.51024 -0.74646 1.45532 1
0.34843 0.04078 -2.36924 0.76848 1.92134 0.91453 -1.52415 0.58672 -1.21244 0.93091 -2.33761 0.96443 -1.99763 1.00605 1.44805 -0.33389 1.43822 1.02436 1.55186 1.08924 1.63189 1.05742 -1.78961 1.04543 1.82121 0.88921 -0.02944 1.01097 -0.65962 1.13461 1.28007 1.24662 0.71170 2
0.34843 0.20792 0.14067 0.55092 -0.23051 0.68162 -0.20125 0.71195 -0.40468 0.45196 -0.09848 0.76576 -0.13011 0.81024 -0.08152 0.93253 0.16455 0.94497 0.12844 0.85272 0.07563 0.80748 0.20730 0.82442 0.36368 0.56773 0.23610 0.63686 -0.01489 0.81411 0.13999 0.87825 0.12242 1
0.34843 0.72165 -0.46134 0.23515 0.34982 0.57797 -1.35237 0.96407 -0.95913 0.93091 -1.32292 0.64191 -0.44253 0.65073 0.16440 1.00148 0.80029 1.02436 0.55934 1.02937 -0.05258 0.93466 -1.62515 1.04543 0.43173 0.88921 -0.08427 1.08084 -0.16438 1.13461 1.04811 1.24662 -1.26598 1
0.34843 -0.13053 -0.13625 -0.37977 -0.25185 -0.33699 0.01933 -0.22089 -0.49707 0.15733 -0.02805 0.10602 -0.02239 0.27816 -0.27535 0.32155 0.03892 0.22798 0.04635 0.20055 0.11282 0.36144 0.26534 0.17642 0.14792 -0.10792 0.30939 0.14660 0.21736 0.17255 0.46619 0.15712 0.33799 1
0.34843 -1.16158 -0.44709 -1.24325 -0.12339 -0.94797 -0.27690 -1.04006 0.01210 -0.73245 -0.31378 -0.44689 -0.38840 -0.43726 -0.15541 -0.58698 -0.05230 -0.77948 -0.35281 -0.43964 0.01253 -0.48682 0.16511 -0.54934 0.46034 -0.50605 0.03692 -0.76088 -0.12951 -0.54004 0.11306 -0.52781 -0.26269 2
0.34843 0.55398 0.56101 0.44741 -0.61405 0.32165 0.25123 0.71721 -0.54780 0.78282 -0.22944 0.69617 0.06392 0.55863 -0.15541 0.79893 0.09129 1.02436 0.20711 0.54187 -0.17708 0.64276 0.42543 0.75688 -0.10598 0.57485 0.22680 1.08084 0.46572 0.62351 0.00740 0.68778 0.05814 1
0.34843 -0.41015 -0.00613 -0.03417 -0.47823 -0.31358 -0.22954 -0.35256 -0.50469 0.00531 -0.31378 -0.17565 0.02177 0.30298 -0.10990 0.09001 -0.45469 -0.00835 -0.39578 -0.00553 0.14501 -0.18656 0.46498 -0.00053 -0.22907 -0.19695 -0.05663 0.06647 -0.10926 0.40447 -0.60195 -0.03072 -0.16460 1
0.34843 0.61161 -0.18042 -3.08419 -0.97341 -3.15091 -0.25959 0.91008 -0.35107 0.81289 -0.35330 -2.25463 0.14296 -2.06192 -0.16395 0.92553 -0.06359 0.89945 -0.00640 -2.18222 0.21045 -2.14969 0.76906 0.97103 0.13249 0.54081 0.37710 0.91102 -0.07591 -2.37005 -0.35821 -2.58539 -0.76599 2
0.34843 0.72165 0.53558 0.76848 -0.19802 0.91453 -0.08023 0.96407 -0.28598 0.90891 0.35947 0.96443 -0.07796 1.00605 -0.05963 0.93261 -0.48858 0.77445 -0.12088 1.08924 0.06417 1.05631 0.62875 1.04543 -0.62897 0.81964 0.08702 0.85038 0.51554 1.03960 -0.42199 0.87022 -0.18768 1
