A1 A2 A3 A4 A5 A6 A7 A8 A9 A10 A11 A12 A13 A14 A15 A16 A17 A18 A19 A20 A21 A22 A23 A24 A25 A26 A27 A28 A29 A30 A31 A32 A33 A34 A35 A36 A37 A38 A39 A40 Class
-0.53935 -0.65353 -0.23974 -0.65752 -0.28541 -0.21952 -0.71085 -0.28886 -0.25120 -0.16893 -0.53935 -1.28479 -1.02473 -1.24501 -1.14161 -0.78577 -1.26798 -1.22523 -1.11801 -1.01597 -0.53935 -0.56186 -0.40101 -0.42325 -0.29739 -0.08044 -0.54903 -0.34219 -0.18991 -0.29158 -0.53935 -0.04618 0.40829 0.31600 0.68073 0.98270 0.14961 0.54038 0.61061 0.53595 2
-0.37709 0.17851 -0.02919 0.03757 0.45631 0.39175 0.08316 0.14097 -0.03512 -0.51477 -0.37709 0.06263 0.07096 0.07187 0.24712 0.12180 -0.17334 0.14110 0.17130 0.03187 -0.37709 -0.49879 -0.12139 -0.60465 -0.38408 -0.41849 -0.51830 -0.28087 -0.33246 -0.07401 -0.37709 -0.54348 -0.69045 -0.62080 -0.76611 -0.58455 -0.78889 -0.71003 -0.63527 -0.55761 3
-0.92777 -0.99900 -1.65297 -0.70097 -1.01865 -0.47572 -0.99549 -1.23902 -0.91636 -1.50028 -0.92777 -1.47449 -1.54437 -1.54725 -1.63868 -1.52316 -1.46235 -1.54646 -1.48132 -1.39492 -0.92777 -1.68815 -0.72319 -1.83288 -1.73158 -2.00932 -1.80459 -1.69942 -1.83715 -0.92587 -0.92777 -1.17303 -1.36544 -1.11348 -1.35421 -1.47090 -1.15454 -1.28787 -1.37486 -1.34705 12
-0.47543 -0.21075 0.64074 0.02889 0.52836 0.75582 -0.11659 0.44864 0.78256 0.81964 -0.47543 0.35449 0.20161 0.35972 0.30861 -0.06098 0.45582 0.58226 0.50802 0.45101 -0.47543 0.14545 -0.13355 0.17764 0.34878 0.40079 0.15776 0.34868 0.39613 -0.06482 -0.47543 -0.18903 0.53845 -0.06566 0.68073 0.93574 -0.13681 0.49302 0.71981 0.59419 6
-0.59343 0.43640 1.06822 0.21569 0.28253 -0.13413 0.57254 0.64320 0.38007 1.04306 -0.59343 1.04523 0.95285 0.04309 0.86205 0.27306 1.38677 1.12194 1.21249 1.24622 -0.59343 0.55541 -1.17606 0.67272 0.08085 0.60760 0.89968 -0.10509 0.06352 -0.99022 -0.59343 0.33472 -0.63899 0.56581 -0.30812 -0.65499 0.28978 -0.26481 0.00504 -0.40231 7
-0.62785 -1.80185 -1.54131 -2.01297 -2.09521 -2.43990 -1.81946 -1.94937 -2.20856 -1.60434 -0.62785 -1.10481 -1.61860 -1.35295 -1.67968 -2.00215 -1.33959 -1.52076 -1.76931 -1.74229 -0.62785 -0.95831 -1.09704 -1.11106 -1.36121 -1.54400 -1.06706 -1.18841 -1.44514 -1.27213 -0.62785 -1.78672 -1.43505 -2.14049 -2.01517 -1.81136 -1.89194 -1.94623 -2.14919 -1.68676 4
-0.80485 0.74294 1.05865 0.76308 1.01154 0.90864 0.49764 1.11375 1.11726 1.30321 -0.80485 0.52475 0.61732 0.52523 0.61608 0.36129 0.75761 0.97203 0.89349 1.03091 -0.80485 -0.48527 -0.29463 -0.28342 -0.19495 -0.15998 -0.40416 -0.30949 -0.19387 -0.25480 -0.80485 0.00143 0.69887 0.11476 0.74839 0.56594 0.45432 0.87193 0.93821 0.92743 6
-0.38692 0.13472 0.38553 -0.16661 -0.17098 -0.54314 0.22298 0.20432 -0.11986 0.46461 -0.38692 0.93335 0.71531 0.07907 0.70319 -0.07988 1.17193 0.98060 1.04413 0.93043 -0.38692 0.89781 -1.46177 0.78987 0.17541 1.04110 1.03139 -0.01515 0.14667 -1.34261 -0.38692 0.35588 -1.17172 0.28824 -0.86499 -1.23024 -0.03321 -0.69582 -0.69980 -0.98792 7
-0.67210 -1.10118 -0.58427 -0.98335 -0.66263 -0.72293 -0.95554 -0.74584 -0.76384 -0.56374 -0.67210 -1.23614 -0.85251 -1.09389 -0.86489 -0.53367 -1.05314 -0.92540 -0.91420 -0.90688 -0.67210 -0.53934 -0.46180 -0.30987 -0.20283 0.00706 -0.52269 -0.38716 -0.28098 -0.52139 -0.67210 -0.55406 -0.24550 -0.13505 -0.13637 0.10222 -0.30136 -0.17955 -0.08430 -0.17907 2
-0.76060 -1.55370 -0.90009 -1.39172 -1.27296 -1.00160 -1.39000 -1.22092 -1.00957 -0.52396 -0.76060 -1.44044 -0.85251 -1.38174 -0.94176 -0.42652 -1.28844 -1.04105 -0.79901 -0.72315 -0.76060 -1.05292 -0.54387 -0.78983 -0.63624 -0.55371 -0.93097 -0.78779 -0.57004 -0.35899 -0.76060 -1.55923 -0.61478 -1.52290 -0.84417 -0.23236 -1.53238 -1.08894 -0.94798 -0.78085 9
-0.64751 -0.65353 -0.01962 -0.64883 -0.16674 -0.16559 -0.79574 -0.36125 -0.36983 -0.21178 -0.64751 -1.18750 -0.62387 -1.25221 -0.75215 -0.45173 -1.27309 -0.89114 -0.87433 -0.76334 -0.64751 -1.08896 -0.43749 -1.12618 -0.97509 -1.06277 -1.11535 -0.94722 -0.98977 -0.44785 -0.64751 -1.07781 -0.45133 -1.08572 -0.67763 -0.34389 -1.12407 -0.80949 -0.75936 -0.58026 3
-0.25909 -1.12064 -0.31630 -0.95728 -0.65415 -0.55663 -1.03544 -0.67797 -0.50964 -0.24544 -0.25909 -0.99293 -0.51994 -0.68372 -0.45493 0.17222 -0.84854 -0.68555 -0.53760 -0.59397 -0.25909 -0.78261 -0.49523 -0.80872 -0.81748 -0.75256 -0.81683 -0.81232 -0.77198 -0.51833 -0.25909 -1.24710 -0.68137 -1.33554 -0.97428 -0.57868 -1.34346 -1.16473 -1.18624 -0.95556 9
0.25226 0.55804 1.36809 0.96727 1.31670 1.18731 0.78727 1.62050 1.51552 1.47154 0.25226 1.01118 1.73379 0.84905 1.24126 1.33188 1.37142 1.47316 1.32325 1.63952 0.25226 1.04648 2.24935 1.94252 2.22819 1.71720 1.50551 1.92257 1.88102 2.35593 0.25226 1.30286 1.96106 0.81563 1.45619 1.11771 1.86208 1.79554 1.64305 2.13099 13
0.34076 -0.13290 0.20688 0.25479 0.21896 0.49963 -0.10661 0.10478 0.38855 0.23507 0.34076 -0.09302 0.29663 0.66195 0.55971 1.02306 0.17960 0.25674 0.50802 0.30460 0.34076 0.34367 0.06098 0.74830 0.66004 1.15643 0.45629 0.29554 0.81982 0.23241 0.34076 -0.33716 -0.28183 0.32988 0.03538 0.60703 0.13133 -0.13219 0.09439 -0.14025 9
0.25718 0.25636 0.57056 0.35037 0.47326 0.71987 0.31287 0.53461 0.71478 0.58397 0.25718 -0.30219 0.21349 -0.15120 0.12925 0.46213 -0.30122 -0.02594 0.02066 0.05197 0.25718 0.20852 0.11569 0.11340 0.06903 -0.02873 0.32020 0.23831 0.18627 0.27225 0.25718 0.41408 0.55661 0.34376 0.72236 0.58355 0.25322 0.58775 0.55105 0.38065 8
-0.14109 0.54344 0.42700 0.13315 -0.11588 -0.48471 0.39776 0.21789 0.07079 0.57173 -0.14109 1.10847 0.76875 0.10786 0.72369 0.00835 1.19751 0.98488 1.14603 1.04527 -0.14109 0.68606 -1.40098 0.66894 0.04933 0.67521 0.84700 -0.18276 -0.04736 -1.16795 -0.14109 0.76324 -0.70861 0.64908 -0.39139 -0.90153 0.41166 -0.23639 -0.01481 -0.35378 7
-0.26892 -0.01125 0.02185 -0.37514 -0.39561 -0.73641 0.06318 0.04596 -0.25967 0.10040 -0.26892 0.96254 0.50151 0.21580 0.65707 -0.25005 0.93152 0.87352 0.95551 0.64048 -0.26892 0.85275 -1.24293 0.74074 0.09661 0.62351 0.96992 0.03799 0.14667 -0.97184 -0.26892 0.53576 -0.72072 0.48254 -0.32373 -0.71956 0.08258 -0.29322 -0.27292 -0.65791 7
0.13917 0.85972 0.64074 0.75440 0.73604 0.79628 0.75731 1.02778 0.95203 0.70946 0.13917 0.65608 0.87862 0.97139 0.99529 1.15541 0.76784 0.98060 1.03083 1.02517 0.13917 0.80770 0.31021 0.73318 0.75066 0.77463 0.64945 0.62667 0.71687 0.29676 0.13917 0.55163 0.83810 0.76705 0.94095 1.00618 0.61887 0.81036 0.79923 0.77860 10
-0.34267 0.85485 -0.35139 0.41119 0.49021 0.59401 -0.09662 0.20432 0.43515 -0.82083 -0.34267 0.47610 0.04720 0.18701 0.17025 -0.13030 -0.19380 0.15395 0.28206 0.01465 -0.34267 -0.57087 0.83906 -0.26830 0.60488 0.63544 -0.54464 0.38956 0.50304 0.78397 -0.34267 -0.33187 -0.47554 -0.27383 -0.18841 -0.69608 0.25322 0.08569 0.17381 0.18006 14
0.09984 0.57750 1.38723 0.51111 0.94796 0.78279 0.76230 0.92824 1.06642 1.57560 0.09984 0.80688 0.63810 0.71233 0.73906 0.24785 0.93664 0.84354 0.77386 0.78115 0.09984 0.26258 -0.05148 0.24567 0.16359 0.11046 0.34215 0.27919 0.27734 0.03323 0.09984 0.58337 0.90470 0.29518 0.94095 0.81247 0.46651 0.88614 1.06727 1.00508 6
-0.00833 0.48019 0.36001 0.05495 -0.09892 -0.61955 0.37779 0.24051 -0.03512 0.44013 -0.00833 1.20575 0.92613 0.24458 0.85180 0.12180 1.35096 1.05769 1.15046 1.01082 -0.00833 1.06450 -1.36754 1.03174 0.20299 0.95360 1.28601 0.00529 0.26150 -1.11586 -0.00833 0.75266 -0.79336 0.57275 -0.44864 -0.90740 0.18009 -0.38795 -0.32256 -0.69673 7
0.66035 1.01542 1.16073 0.82825 0.98611 0.93561 0.98203 1.24949 0.96051 1.01245 0.66035 0.67068 0.98255 0.92101 1.03116 1.21844 0.52743 0.85210 0.78715 0.85579 0.66035 0.94736 0.31325 0.89947 0.69550 0.80247 0.97431 0.74522 0.85546 0.56948 0.66035 0.81086 0.90167 0.89196 0.95136 1.00618 0.74684 0.90035 0.84390 0.83684 10
1.01436 0.84025 1.76685 1.61458 2.01604 1.40755 1.54632 1.91007 1.53670 1.75923 1.01436 0.92362 2.06042 0.28056 1.29763 1.37600 1.35096 1.71730 1.32768 1.94957 1.01436 1.05999 2.41044 1.78758 1.98390 1.39506 1.61087 2.01659 2.15424 2.52140 1.01436 1.28699 2.05490 0.81563 1.37292 1.16466 1.70973 1.71502 1.62816 2.11805 13
-0.03783 -0.03072 0.30258 0.36775 0.54955 0.70189 0.41274 0.45769 0.60038 0.47991 -0.03783 -0.39948 0.62623 -0.15840 0.61608 1.07978 -0.21938 0.44092 0.53461 0.55436 -0.03783 0.03732 0.26462 0.02270 0.10843 0.06672 -0.04418 0.09114 0.14271 0.22322 -0.03783 0.36117 0.55661 0.29518 0.62868 0.57181 0.14352 0.44566 0.45674 0.39359 8
-0.88352 -0.90655 -0.17594 -0.69228 -0.29389 -0.21952 -0.90061 -0.51961 -0.46727 -0.36787 -0.88352 -1.30424 -0.50806 -1.23062 -0.56767 -0.01056 -1.24240 -0.79691 -0.65723 -0.58535 -0.88352 -1.45388 -0.63201 -1.52677 -1.38879 -1.61559 -1.44900 -1.29061 -1.38970 -0.68380 -0.88352 -1.12542 -0.59965 -1.06491 -0.68284 -0.40846 -1.14235 -0.75266 -0.62534 -0.58026 3
-0.55901 -0.12803 -0.38967 -0.24481 -0.16250 -0.02176 -0.60099 -0.52866 -0.48845 -1.02589 -0.55901 -0.23409 -0.49916 -0.02167 -0.38319 -0.48955 -0.48536 -0.48852 -0.49329 -0.61119 -0.55901 -0.80063 -0.07884 -0.88809 -0.57320 -0.70484 -0.90463 -0.57112 -0.64527 -0.27319 -0.55901 -1.01961 -0.78126 -0.91224 -0.89101 -0.54346 -0.89859 -0.88054 -0.77425 -0.66438 3
-0.25909 0.03740 0.31535 -0.13186 0.38425 0.17601 -0.37627 0.11383 -0.01818 -0.41071 -0.25909 -0.13194 0.09768 0.07907 0.41622 0.53776 -0.37283 0.14967 0.20231 -0.09157 -0.25909 -0.70603 -0.43749 -0.70291 -0.77020 -0.76847 -0.56659 -0.66515 -0.68487 -0.37125 -0.25909 -1.06723 -0.61478 -1.11348 -0.94306 -0.47890 -1.08141 -1.00369 -0.94302 -0.72262 3
-0.89335 -0.86276 -1.74867 -0.77048 -1.10342 -0.63304 -0.93057 -1.37928 -1.29343 -1.85225 -0.89335 -1.40639 -1.59484 -1.55444 -1.71555 -1.83829 -1.47258 -1.64497 -1.73829 -1.65903 -0.89335 -1.86385 -0.95418 -1.92736 -1.97586 -2.22010 -1.82215 -1.90790 -1.97574 -0.94732 -0.89335 -1.14658 -1.66207 -1.21757 -1.74975 -1.88766 -1.15454 -1.51522 -1.56348 -1.44087 12
-1.07528 -2.53658 -1.79971 -2.73847 -2.73097 -3.09163 -2.57850 -2.63258 -2.79323 -1.82470 -1.07528 -1.90256 -1.89772 -2.23088 -2.21774 -2.31098 -1.83575 -1.97049 -2.11490 -1.88009 -1.07528 -1.21961 -1.27636 -1.20932 -1.43213 -1.46446 -1.17242 -1.27426 -1.42138 -1.23843 -1.07528 -2.03537 -1.67417 -2.32091 -2.20774 -2.15181 -2.05039 -2.06465 -2.27328 -1.85500 4
-0.13125 0.58723 1.57864 0.41988 0.99458 0.95359 0.60750 1.13185 1.03677 1.79596 -0.13125 0.73878 0.71828 0.51803 0.78006 0.39281 0.98267 1.07483 0.96438 1.03665 -0.13125 0.26258 0.06705 0.28724 0.55760 0.42465 0.28069 0.44271 0.39217 0.05162 -0.13125 0.45111 1.04998 0.14252 1.01902 0.86530 0.48479 0.97614 1.12187 1.04390 6
-0.21975 0.89378 0.91190 0.55021 0.18505 -0.35437 1.01199 0.53913 0.42668 0.91451 -0.21975 1.43924 1.22603 0.18701 0.93379 0.41802 1.87782 1.33181 1.30553 1.42134 -0.21975 0.53289 -1.38274 0.77098 0.07691 0.87406 1.00504 -0.14597 0.17835 -0.95039 -0.21975 0.59395 -0.46646 0.67684 -0.05830 -0.43781 0.33244 -0.09430 0.13906 -0.32790 7
0.42926 0.37801 0.69178 0.89341 0.99035 1.01652 0.55257 0.89657 0.95627 0.84718 0.42926 0.45178 1.24979 0.56841 0.99016 1.13650 0.62973 1.04484 0.90678 1.07971 0.42926 0.65453 2.43475 1.35297 2.16120 1.54221 1.09285 2.12697 2.03545 2.55817 0.42926 0.64156 1.81275 0.66296 1.57069 1.70469 1.07593 1.58240 1.52889 1.83010 13
-0.00341 0.30502 0.79386 0.56324 0.89286 1.19630 0.54757 1.00516 1.10032 0.74618 -0.00341 -0.28760 0.12738 0.26617 0.46747 0.97264 -0.01477 0.32956 0.49473 0.24431 -0.00341 0.03282 0.10961 0.00002 0.08873 0.11444 0.11825 0.26692 0.32090 0.46529 -0.00341 0.17601 0.23274 0.04537 0.27999 0.30767 0.00335 0.30830 0.41703 0.38389 8
-0.20992 -0.70706 -0.72464 -0.76613 -0.72197 -0.86227 -0.65592 -0.68702 -0.85705 -0.83001 -0.20992 -0.86159 -0.65950 -0.65493 -0.65991 -0.26896 -0.83831 -0.80976 -0.83888 -0.86095 -0.20992 -0.09333 -0.11227 -0.00754 0.05327 0.29341 -0.14954 -0.09691 0.05956 -0.25480 -0.20992 -0.08851 0.12680 0.31600 0.27999 0.67160 0.10696 0.16621 0.28797 0.13476 2
0.50301 0.00821 0.84810 0.45898 0.93948 0.48614 0.50263 1.11375 0.99440 1.23587 0.50301 0.74364 1.51406 0.60439 1.05678 1.18062 0.84457 1.11337 1.10172 1.43282 0.50301 1.71324 2.59888 2.12015 2.16120 1.66152 1.44405 2.26187 2.17008 2.47544 0.50301 1.26583 2.07003 0.73929 1.33128 1.28206 1.53299 1.83343 1.59342 2.09541 13
0.19817 0.68941 1.57864 0.38947 0.79538 0.63896 0.79227 0.70654 0.78680 1.55723 0.19817 1.00145 0.86080 0.61158 0.87230 0.28566 0.95710 0.98488 0.95994 0.89885 0.19817 0.71309 0.20383 0.65760 0.64034 0.50419 0.78115 0.74931 0.71687 0.27531 0.19817 1.03834 1.01972 0.80869 1.23240 0.98857 1.08203 1.26979 1.51896 1.39980 6
-0.47543 -0.93088 -0.24293 -0.76613 -0.28117 -0.01726 -0.90560 -0.41102 -0.20459 -0.18117 -0.47543 -0.97347 -0.53182 -0.54699 -0.28583 0.21003 -0.65928 -0.45854 -0.24518 -0.39588 -0.47543 -0.71954 -0.48308 -0.57064 -0.51410 -0.46224 -0.57977 -0.54251 -0.45917 -0.29464 -0.47543 -1.15716 -0.50581 -0.94694 -0.49548 0.03178 -0.91687 -0.65793 -0.51614 -0.44761 9
-0.40659 0.53858 0.43976 0.52849 0.44783 0.54907 0.39776 0.49389 0.61733 0.47073 -0.40659 0.45665 0.75688 0.53962 0.75956 0.67012 0.45070 0.74502 0.71626 0.81560 -0.40659 0.47883 0.31021 0.50265 0.64034 0.61953 0.18410 0.38547 0.55848 0.05162 -0.40659 0.25537 1.08631 0.36458 0.96697 1.26445 0.38119 0.87193 0.91340 1.06655 10
0.13917 -0.64867 -0.56194 -0.97901 -0.94660 -1.35668 -0.74081 -0.80013 -1.11973 -0.68311 0.13917 -1.04643 -1.27415 -1.12987 -1.53619 -1.52946 -1.08383 -1.52076 -1.69842 -1.54707 0.13917 -0.41770 -0.63505 -0.58197 -0.86870 -0.90767 -0.49635 -0.74282 -0.86306 -0.76041 0.13917 -0.24722 -0.04573 -0.10035 -0.03228 0.39571 -0.27698 -0.25060 -0.24314 -0.26319 2
-0.55901 0.49478 -0.26845 0.35471 0.53260 0.34681 0.22797 0.38982 0.24450 -0.50253 -0.55901 0.04804 -0.12205 0.07907 0.12925 -0.23745 -0.16823 0.09398 0.08268 -0.11454 -0.55901 -0.84118 0.27677 -0.69157 -0.12797 -0.04464 -0.91341 -0.22773 -0.13447 0.33659 -0.55901 -0.02502 -0.34236 -0.01014 -0.24046 -0.57281 0.24103 0.12358 0.15892 0.14123 14
-0.83927 -0.09884 -0.00686 -0.17530 0.23591 0.26590 -0.55105 -0.17122 -0.16646 -0.57905 -0.83927 -0.70593 -0.57339 -0.41746 -0.24483 0.09659 -0.71043 -0.39858 -0.25847 -0.50784 -0.83927 -1.36828 -0.53475 -1.41339 -1.18785 -1.34912 -1.38754 -1.16388 -1.21151 -0.57042 -0.83927 -1.27884 -0.72980 -1.16899 -0.85458 -0.44955 -1.06313 -0.86633 -0.75936 -0.60938 3
-0.06733 0.27583 1.28834 0.70226 1.03273 0.89965 0.50762 1.15900 0.94356 1.35524 -0.06733 0.77283 1.79021 0.88503 1.33350 1.65331 1.14636 1.52884 1.27009 1.76010 -0.06733 0.86627 2.44387 1.67420 1.96026 1.62573 1.13675 2.14332 1.94042 2.49689 -0.06733 0.82144 1.92171 0.79481 1.50303 1.60490 1.26485 1.62976 1.55371 1.91099 13
-0.07225 -0.21561 -0.67041 -0.31866 -0.44647 -0.24200 -0.28139 -0.46984 -0.41219 -0.59741 -0.07225 -0.59405 -0.43086 -0.62615 -0.49080 -0.20593 -0.78204 -0.62987 -0.56861 -0.49923 -0.07225 -0.68350 -0.80221 -0.61221 -0.87264 -0.70086 -0.50952 -0.79596 -0.71655 -0.60106 -0.07225 -0.45883 -0.26367 -0.31547 -0.24566 -0.11496 -0.41714 -0.33112 -0.36723 -0.36996 2
-0.15092 0.62129 0.75558 0.53283 0.88015 0.85920 0.39277 0.74726 0.74020 0.61764 -0.15092 0.44692 0.74500 0.79868 1.01578 1.12390 0.53254 0.81784 0.87133 0.80125 -0.15092 0.32115 0.21902 0.27212 0.42364 0.32920 0.24996 0.42635 0.40405 0.18032 -0.15092 -0.10438 0.28722 0.01068 0.42571 0.42506 -0.11244 0.23252 0.24330 0.16388 10
-0.75568 0.20771 0.54822 0.48939 0.68518 0.57154 0.28790 0.58438 0.63428 0.48603 -0.75568 0.17451 0.61732 0.46046 0.57508 0.52516 0.54789 0.67649 0.70740 0.76967 -0.75568 0.10490 0.19471 0.25701 0.58124 0.75077 -0.06174 0.36503 0.54660 0.07920 -0.75568 -0.34774 0.69584 -0.18362 0.63909 0.93574 -0.28917 0.47407 0.61061 0.63301 10
1.06845 1.26357 1.02355 1.25400 1.14293 1.25923 1.32160 1.17257 1.16811 0.66967 1.06845 0.60258 0.99443 1.18727 1.12340 1.77936 0.63485 0.74074 0.79158 0.64048 1.06845 0.97890 0.75396 0.84278 0.95161 0.98144 1.05773 1.07635 1.06928 0.96170 1.06845 1.39809 0.44764 1.62058 0.78482 0.44267 1.44768 0.90983 0.83398 0.57801 8
-0.55410 -1.06712 -0.18551 -0.85736 -0.37442 -0.18357 -1.06540 -0.46532 -0.23001 -0.11384 -0.55410 -0.88105 -0.30021 -0.19438 -0.01936 0.57558 -0.43421 -0.22725 0.01623 -0.16047 -0.55410 -0.61592 -0.36454 -0.32121 -0.22647 0.01899 -0.53586 -0.42804 -0.13843 -0.26400 -0.55410 -1.18891 -0.61781 -1.00245 -0.72968 -0.40846 -1.04485 -0.89949 -0.82389 -0.75174 9
-0.56885 -0.20102 -0.01324 0.42422 0.83776 0.70189 -0.48114 -0.15312 0.18095 -0.31278 -0.56885 -0.25355 0.07096 -0.03607 0.35985 0.36760 -0.40864 0.04687 0.24219 0.05484 -0.56885 -0.86371 0.57160 -0.76337 -0.11615 -0.02873 -0.91341 -0.16232 -0.16219 0.49287 -0.56885 -0.43767 -0.03968 -0.36404 -0.20403 -0.15605 -0.27698 -0.10850 0.25819 0.30624 14
-0.22467 -0.17182 0.47166 -0.16661 0.22743 0.37827 -0.06166 0.28123 0.47752 0.81658 -0.22467 0.36422 0.39759 0.10066 0.40597 0.18482 0.38932 0.59940 0.61436 0.68641 -0.22467 0.27610 -0.02413 0.42707 0.66004 0.70702 0.48702 0.68390 0.76438 0.22935 -0.22467 0.20246 0.52331 0.00374 0.49337 0.40745 0.20446 0.61617 0.72478 0.62007 6
-0.95727 0.12499 1.05546 0.19397 0.66399 0.72886 -0.00174 0.67035 0.78256 1.20833 -0.95727 0.45178 0.76875 0.34533 0.71857 0.35499 0.82922 0.95061 0.86247 1.07397 -0.95727 0.02381 -0.21561 0.31369 0.48668 0.63941 0.15337 0.24648 0.53076 -0.02499 -0.95727 -0.04618 0.71098 -0.04484 0.72757 0.70095 0.38729 0.89088 0.92829 1.01479 6
0.92094 -0.09397 -0.00048 0.18094 0.10028 0.41872 0.26293 0.11383 0.40973 0.24119 0.92094 -0.04924 0.40946 0.53962 0.49821 1.48314 0.14380 0.22676 0.53018 0.45388 0.92094 0.45630 0.02754 0.34771 0.25421 0.42068 0.34215 0.23831 0.34070 0.14661 0.92094 0.10724 -0.03363 0.21191 0.08742 0.31353 -0.13681 -0.19850 -0.20839 -0.45084 9
-0.34759 -1.74833 -1.42328 -2.03034 -2.11216 -2.52081 -1.79449 -1.94937 -2.23822 -1.51252 -0.34759 -1.27019 -1.63345 -1.46809 -1.79754 -1.84459 -1.31913 -1.60643 -1.79589 -1.68774 -0.34759 -0.50780 -0.91163 -0.68023 -0.94750 -1.10652 -0.54903 -0.70603 -0.99769 -1.06070 -0.34759 -1.01432 -1.13540 -1.02327 -1.21369 -1.10110 -1.00828 -1.18367 -1.35500 -1.33734 4
-0.81469 -0.72652 -1.62425 -0.63580 -1.00594 -0.39482 -0.97052 -1.35213 -1.07736 -1.90734 -0.81469 -1.33343 -1.58297 -1.47529 -1.64381 -1.56098 -1.47770 -1.61499 -1.56993 -1.56717 -0.81469 -1.80528 -0.75054 -1.90091 -1.77098 -1.91785 -1.77825 -1.70759 -1.71836 -0.68073 -0.81469 -1.29471 -1.61061 -1.39105 -1.70811 -1.77027 -1.30080 -1.51996 -1.54362 -1.40528 12
0.54727 0.57264 0.60565 0.62406 0.59194 0.57604 0.66742 0.54366 0.59191 0.76761 0.54727 0.51015 0.93504 0.43888 0.69807 0.94743 0.25121 0.55656 0.55676 0.67780 0.54727 0.87077 0.51689 0.84656 0.76248 0.83429 0.85578 0.83107 0.89110 0.65528 0.54727 0.72092 1.03788 0.86420 1.02943 1.21162 0.74075 0.88614 0.84390 0.95978 10
0.34568 0.70401 1.06503 0.56324 0.79114 0.80527 0.59751 0.90562 0.74443 0.77373 0.34568 0.55393 0.82220 0.51084 0.75956 0.89701 0.37398 0.68934 0.74728 0.81273 0.34568 0.95637 0.22814 0.93726 0.75854 0.91383 0.86456 0.58987 0.82378 0.26305 0.34568 0.59924 0.84113 0.69072 0.80043 0.91813 0.67371 0.68721 0.73470 0.80772 10
-0.53935 -0.93088 -0.77249 -0.88777 -0.76011 -0.59708 -0.87065 -0.82276 -0.81044 -0.81471 -0.53935 -1.20696 -1.14350 -1.05791 -1.01350 -0.62190 -1.07872 -1.07103 -0.98952 -1.10210 -0.53935 -0.35012 -0.41013 -0.30987 -0.13191 0.06274 -0.42172 -0.26043 -0.27306 -0.56736 -0.53935 -0.01973 0.10561 0.24661 0.43612 0.49550 0.05211 0.33672 0.38725 0.16064 2
-0.07717 -1.31041 -1.19678 -1.57853 -1.66289 -1.94998 -1.35504 -1.49239 -1.72981 -1.19116 -0.07717 -0.82754 -1.17617 -0.95717 -1.18773 -1.18913 -1.01222 -1.13956 -1.25536 -1.25138 -0.07717 -0.30056 -0.81133 -0.46482 -0.79384 -0.95539 -0.34709 -0.55477 -0.75219 -0.77879 -0.07717 -0.91910 -0.86601 -0.96082 -1.05756 -0.85457 -1.00219 -1.12210 -1.25573 -1.16910 4
-0.86877 -0.56595 0.37277 -0.21005 0.36306 0.29287 -0.30635 0.42602 0.33347 0.53194 -0.86877 0.00426 0.77766 0.23738 0.64170 0.85289 0.38421 0.75787 0.76057 0.94479 -0.86877 0.50586 2.20376 1.13378 1.63324 1.50244 0.52214 1.84898 1.73055 2.20885 -0.86877 0.43524 1.11960 0.58663 0.97738 0.89465 0.79560 1.19875 1.20129 1.31568 13
2.16489 1.75988 1.64244 1.47122 1.54981 1.53790 1.70612 1.82863 1.63838 1.58784 2.16489 1.22035 1.03600 2.09398 1.42061 2.28356 1.23843 1.00630 1.12831 0.83857 2.16489 1.88443 0.82995 1.58350 1.15255 1.04508 1.96208 1.50968 1.34250 0.90961 2.16489 1.64673 0.65649 1.82181 0.69634 0.75964 1.56347 0.61143 0.50141 0.47448 8
0.20801 0.84512 0.65350 0.18528 0.07061 -0.31391 0.40775 0.48484 0.26145 0.77985 0.20801 1.25926 0.90831 0.33813 0.83643 0.21633 1.25889 1.07911 1.20806 1.09981 0.20801 0.92484 -1.36754 0.89947 0.08085 0.64339 1.19821 -0.06830 0.02392 -1.16182 0.20801 0.94311 -0.58148 0.94053 -0.23525 -0.79000 0.72856 -0.11798 0.00504 -0.37319 7
-0.38201 -0.28374 -0.17275 -0.33604 0.02823 -0.01277 -0.38625 -0.08073 -0.26814 -0.61577 -0.38201 -0.61837 -0.43977 -0.51101 -0.27045 0.00835 -0.73600 -0.44141 -0.34708 -0.53368 -0.38201 -0.75108 -0.30375 -0.87297 -0.71110 -0.75654 -0.83878 -0.66106 -0.71259 -0.34980 -0.38201 -0.54877 -0.79034 -0.60692 -0.81815 -0.79587 -0.72185 -0.70056 -0.63527 -0.64173 3
-0.34759 0.11526 0.61203 -0.24481 -0.08197 -0.59258 0.16805 0.24956 -0.03089 0.56255 -0.34759 1.13765 0.66483 0.18701 0.74419 -0.35089 1.34073 1.04484 1.14160 0.96488 -0.34759 0.97439 -1.29156 0.83900 0.16359 0.88599 1.00065 -0.01924 0.19023 -1.27520 -0.34759 0.25537 -1.25344 0.13558 -0.99510 -1.41807 -0.08806 -0.80949 -0.81893 -0.99115 7
