FLength FWidth FSize FConc FConc1 FAsym FM3Long FM3Trans FAlpha FDist Class
0.21625 0.49190 1.23762 -0.86499 -0.91267 1.06304 0.80355 1.22688 -0.82439 0.98618 1
-0.17415 -0.22616 -0.37436 -0.07564 -0.28104 0.62618 1.01921 -0.17890 1.99838 -0.21260 2
0.33501 0.58339 1.43864 -1.35020 -1.30993 1.39339 0.99114 -1.35471 -0.61431 -0.07246 1
-0.33622 -0.60444 -0.48270 0.99105 1.33604 0.16260 0.59615 0.22357 0.75209 -0.06280 2
-0.40781 0.21414 1.12209 -0.52091 -0.51903 0.04052 0.11116 0.71994 -0.72193 -0.09906 1
-0.59466 -0.46780 -0.35172 0.52882 0.52433 0.13796 -0.69432 0.28393 0.93296 0.52806 2
-0.69985 -0.28055 -0.13990 0.27336 0.02030 0.06235 0.20510 0.37051 -0.39871 -1.53097 1
2.30204 -0.40401 -0.36039 0.18529 0.33249 -1.06026 -3.28727 0.48621 -0.07695 -0.41340 2
-0.43038 -0.71610 -0.24232 0.44403 0.55148 0.45483 0.19201 0.53704 0.90569 -0.77886 2
-0.75390 -0.88453 -1.23939 2.23881 3.19473 0.36320 0.16047 0.29220 0.77276 0.01764 2
-0.79442 -0.81250 -1.39491 2.17645 1.79483 0.14630 -0.42197 0.20699 -0.15367 0.04313 1
-0.61129 -0.10095 -0.12001 -0.42956 -0.50003 0.42450 -0.34287 -0.48177 -0.98923 -1.28534 1
-0.74051 -0.61357 -1.16067 0.92979 0.71527 0.44848 0.16917 -0.49892 -0.10936 -0.27264 1
1.29779 -0.55784 -0.17440 -0.07071 0.54877 -1.34828 -1.10339 0.29291 -0.75918 -0.35908 2
-0.94657 -0.61206 -1.43321 2.12448 1.63195 -0.17831 -0.15440 0.55713 0.03476 -0.02245 1
-0.30604 -0.48977 0.01753 -0.77254 -0.61857 0.01449 0.49581 0.29862 -0.86715 -0.08574 2
-0.55409 -0.69259 -0.60141 0.40191 0.00129 0.81175 0.22351 0.39677 1.95000 -0.24935 2
0.62820 0.41153 0.88890 -1.28127 -1.26106 0.28266 1.03652 0.76281 -0.43253 0.63329 1
-0.38912 -0.42814 -0.07939 -0.25123 -0.41497 0.20236 0.32564 -0.29613 -0.98662 -1.05511 1
0.33181 0.47934 1.82460 -1.15655 -1.09727 0.70960 1.31251 -1.04755 -0.83840 -0.36276 1
-0.62704 -0.59272 -0.37944 0.32205 0.30172 0.48715 -0.78935 0.44320 -0.32109 -0.00949 2
-0.81094 -0.44722 -0.98843 1.80612 1.49078 -0.31463 0.01118 0.26421 0.41062 -0.39822 1
0.16898 -0.37690 0.19570 -0.77746 -0.78779 1.20975 0.58147 0.29446 -0.95775 0.52114 1
-0.43673 -0.16093 -0.55464 -0.07509 -0.14711 0.58603 -0.52658 0.67551 -1.00083 -1.12904 1
-0.78004 -0.51876 -0.49391 0.62291 0.61844 0.38463 0.01559 -0.27833 -0.80070 0.03917 1
-0.50237 0.22830 0.47861 -0.56850 -0.53080 0.16109 0.22368 0.60245 -0.35728 0.40966 1
-0.95784 -0.56896 -1.42665 1.82417 1.28717 0.32650 -0.18983 -0.56548 -0.40149 -1.75322 1
-0.80462 -0.66869 -0.96050 1.66717 1.92785 0.14637 -0.48986 0.22723 -0.11594 0.45768 1
0.34733 -0.50288 0.08228 -0.16480 -0.16612 0.56036 1.20298 0.16051 -0.66527 0.54717 1
-0.79106 -0.26998 -0.68838 0.74107 0.70622 0.10430 -0.46417 -0.57407 -0.79696 0.28082 1
0.04937 -0.42631 0.00970 -0.30703 -0.26113 -0.83768 0.61884 0.66592 -0.82477 1.09252 1
-0.51057 -0.42546 -0.16678 -0.10846 -0.23036 -0.12800 0.23468 0.28005 -0.61523 0.07420 1
0.10122 0.31850 1.03406 -0.93555 -0.76245 0.63674 1.03041 -0.90891 -0.46289 -0.80127 1
-0.22683 0.47772 0.89060 -1.08380 -1.11808 -0.10121 -0.82723 -0.19204 1.58600 -0.74689 1
0.28138 0.78123 0.90456 -1.18445 -1.19138 -0.69797 0.65981 -1.30976 -0.79185 1.24399 1
-0.94888 -0.60213 -1.56673 2.06157 1.59484 0.32533 -0.28178 -0.57814 2.13250 -0.21113 1
-0.35011 -0.27475 -0.48228 0.11856 0.01396 0.34477 0.56961 -0.67610 -1.04405 0.89919 1
-0.24954 -0.38939 -0.22010 -0.46840 -0.48917 1.01976 -0.67601 0.15160 -0.98666 0.16478 1
-0.52156 -0.47362 -0.16995 0.34174 0.11803 0.38989 0.22537 -0.46207 -1.00138 0.15184 1
-0.54621 0.21531 0.78881 -0.61336 -0.51632 0.28765 0.24569 -0.74793 -0.60448 -1.34730 1
-0.81750 -0.64305 -1.29673 0.97355 0.58315 0.09322 -0.35156 -0.24342 0.18040 0.72745 1
-0.55894 -0.21078 -0.42916 0.97464 0.85463 -0.29410 -0.78323 0.41309 -0.15028 -0.25148 2
-0.77378 -0.12054 -1.09275 0.41942 0.30353 0.33369 0.17708 0.74759 1.37127 0.23418 1
0.22323 -0.56546 -0.44228 0.09175 0.12798 -1.53713 0.77053 0.29542 -0.82746 0.70689 1
-0.74175 -1.01371 -1.49077 1.60098 1.24736 0.20191 -0.20603 -0.38049 0.99746 -1.49900 2
1.44451 -0.09161 0.56896 -0.96564 -0.93258 1.00659 2.24144 -0.57973 -0.97243 0.23373 1
0.26839 -0.03675 0.30509 0.43856 0.32616 0.51972 0.68643 -0.67080 -1.03540 2.17971 1
0.03108 -0.66929 0.20120 -0.39072 -0.52265 0.18336 -0.63594 -0.24593 0.99706 -0.80117 2
-0.68172 -0.50215 -0.71800 0.72630 0.82295 0.07378 0.22230 0.36699 -0.67025 0.20036 2
-0.14758 0.72672 -0.00046 -0.81138 -0.89276 0.72900 0.58961 1.69161 0.07996 -1.27800 2
-0.06911 -0.07355 0.59351 -0.64344 -0.65386 0.40242 0.41748 0.39872 -0.98780 0.79257 1
-0.64921 -0.58959 -0.08785 -0.11393 -0.10639 -0.02587 0.39900 0.43790 1.91016 -0.72365 2
-0.09082 -0.68631 -0.18413 -0.07017 -0.23036 -0.04450 0.59581 0.05763 1.57724 1.08849 2
-0.19534 0.09113 0.47099 -0.46512 -0.57876 0.46652 -0.45182 0.78982 0.12278 -0.69405 2
0.57462 0.14910 0.95577 -1.10568 -1.08370 0.43480 1.02238 1.04092 -0.97378 0.97300 1
-0.73934 -1.17671 -1.48484 2.33235 2.37488 0.31418 0.01045 -0.03716 1.83964 -0.18698 2
-0.36273 -0.53080 -0.52862 -0.27639 -0.43849 -0.35878 -0.70664 -0.19702 -0.80940 0.64617 1
-0.50601 -0.30867 -0.50344 -0.01437 -0.12811 0.70224 0.35838 -0.80526 -0.61460 0.00922 1
-0.31786 0.45656 1.75478 -0.81685 -0.82851 0.44949 0.48215 -1.01431 -0.92985 -1.61343 1
-0.87902 -0.57757 -1.07264 1.31216 1.55955 0.07316 -0.21897 0.34823 -0.81641 -0.49478 1
0.18380 -0.04619 -0.08933 -0.90820 -0.93529 -0.06901 -1.23160 -0.84529 -0.99723 -0.26434 1
0.79776 0.33085 1.16822 -0.72167 -0.80498 -0.45635 0.31946 0.76397 -1.01256 2.12935 1
-0.47873 0.06850 0.45321 -0.35134 -0.47469 0.51749 0.23815 -0.91938 -0.58022 -0.24379 1
-0.42622 -0.38093 -0.65410 -0.29609 -0.35615 0.48452 0.20797 0.63707 -0.78349 0.32229 1
-0.75022 -0.82884 -1.31662 1.65787 1.26274 0.50158 -0.06085 0.29721 1.35561 -0.27888 1
0.30350 -0.55730 0.25008 -0.60953 -0.51451 0.31953 0.86128 -0.39852 0.76568 0.52240 2
-0.52428 -0.19382 -0.85173 0.05237 0.50623 -0.22682 -0.73886 0.75695 0.69388 -1.53095 2
2.84502 1.55879 1.54360 -1.26048 -1.08913 -3.15736 -0.84408 -2.57541 0.12038 0.12789 2
-0.95572 -0.57689 -0.97425 1.86574 1.55593 0.33319 -0.35909 0.51007 -0.43959 0.61738 2
-0.63660 -0.58564 -0.66108 0.70934 1.04647 -0.04375 -0.56475 -0.49878 -0.19338 -0.27665 1
-0.59919 0.05890 -0.06542 -0.22607 -0.36520 -0.40774 0.01165 0.73153 2.29183 -0.16656 2
0.50110 -0.06687 0.36709 -0.98260 -0.92081 -0.27364 0.95493 -0.90398 -0.64045 0.35367 1
-0.72275 -0.58810 -0.92029 0.81601 0.80395 0.54106 0.00051 -0.56315 1.06782 -0.05585 2
0.61228 0.04142 0.94794 -1.06520 -1.06650 0.59584 1.45913 0.72026 -0.95950 -0.60386 1
-0.75216 -0.24598 -0.57242 0.17763 0.21576 0.26832 0.00711 -0.56963 0.21761 -2.06375 1
0.44749 0.28581 1.38701 -1.20688 -1.21672 1.33656 1.00441 -0.50325 -0.96160 0.81408 1
-0.55679 -0.70598 -0.87289 0.60705 0.70079 0.16112 0.27555 -0.49158 -0.74692 -1.47505 1
-0.61918 -0.55517 -0.59971 0.60759 0.33249 0.21146 0.10534 -0.39074 -1.01845 0.14857 1
-0.73222 -0.84722 -1.45988 1.92701 1.47178 -0.35636 -0.35490 -0.33596 -0.13530 -0.29453 1
1.46179 0.13641 0.98878 -0.74355 -0.82761 -1.74215 0.76730 -1.15279 0.42686 1.48878 2
-0.46620 -0.31975 -0.42705 -0.03570 0.00763 0.81867 0.18378 0.70258 -0.79201 -0.15687 1
-0.74712 -0.13066 -0.13588 -0.06907 -0.25480 -0.16596 0.05156 0.59706 2.23483 -0.15524 1
0.97311 -0.06753 -0.04553 0.19022 0.12798 -0.85482 -0.99961 0.50837 -0.92654 1.09441 1
-0.55548 -0.76778 -1.04239 1.04904 0.77228 0.37292 0.11936 0.15327 0.46751 -1.63149 2
-0.57287 -0.06955 0.24436 -0.47442 -0.54708 0.20189 0.11738 -0.58607 0.73621 -1.13545 1
-0.84035 -0.60951 -1.41713 0.86524 0.62025 0.07633 -0.27755 0.17384 0.20044 0.72189 1
0.16030 -0.11107 0.15253 -0.52748 -0.38872 1.23037 -1.08643 -0.66476 -1.02252 -0.48269 1
2.59849 -0.45237 0.24225 -0.69104 -0.77241 -2.14075 -1.67908 -0.42160 1.19492 -1.01140 2
0.27286 0.43577 0.85526 -0.36501 0.09450 -1.22505 -0.96375 -0.66902 0.19528 1.13187 2
-0.79241 -0.57427 -1.10883 1.25636 1.24736 -0.12022 -0.58396 -0.27900 -0.56433 -0.07704 1
-0.81261 -0.65069 -1.01276 0.99981 0.64559 -0.34601 -0.35687 -0.24422 -0.82078 -0.48077 1
0.79472 -0.54257 0.24500 -0.35626 -0.02857 -2.07821 0.96888 0.42721 -1.01748 0.54214 1
0.27720 -0.29906 0.50379 -0.69924 -0.67106 0.72919 0.90336 0.25668 -0.07878 0.80369 2
-0.73968 -0.74009 -1.00874 1.45165 1.24283 0.14810 -0.51483 0.50345 -0.68409 -1.08104 1
2.42347 4.39120 0.45110 -1.08325 -0.97963 -3.53875 -1.87301 4.51108 1.23420 -0.48605 2
-0.68998 -0.59342 -0.79143 0.88220 0.63654 -0.11347 -0.62141 0.20491 -0.81733 0.46036 1
0.56444 0.44159 1.33771 -1.36442 -1.31897 -1.56355 0.93657 1.21415 -0.61946 0.64482 1
-0.68820 -0.66329 -1.11327 1.21807 0.89987 0.50294 0.14542 -0.52568 -1.02892 -0.01899 1
0.24141 -0.32071 0.72555 -0.66970 -0.49098 -0.88585 -1.59429 -0.80260 1.55954 -0.20311 2
3.80228 5.25435 2.98820 -1.69701 -1.59859 -1.15425 -3.21268 5.06673 2.03192 2.07423 2
3.72901 0.62627 2.08741 -1.78398 -1.68999 -4.05432 -4.29237 0.96665 0.85574 -0.73324 2
0.23160 0.60011 0.64069 -1.17132 -1.17690 -1.52711 0.26450 -1.53814 0.69993 1.07839 2
-0.59582 0.04225 0.05223 -0.62703 -0.64391 -0.21679 -0.51816 0.40236 -0.08132 -0.91084 2
0.61969 0.23870 1.74991 -1.30753 -1.27192 0.91617 1.27722 0.82141 -0.92212 0.08659 1
2.47164 0.56107 -0.04130 0.21374 0.00491 -2.99628 1.85684 0.63248 -0.76147 2.17014 2
1.36062 0.82689 0.85547 -0.30265 -0.26294 -0.80407 -2.23486 0.44097 -0.48817 2.30865 2
-0.56945 -1.20906 -0.73916 1.46860 1.06909 0.27653 0.04095 -0.01200 1.65645 0.35005 2
-0.82751 -0.38550 -0.61432 1.30559 0.87091 0.47747 -0.37609 0.65942 1.20605 -2.16787 1
3.08421 1.19668 1.06453 -0.82232 -0.53623 -1.97304 -3.63953 -1.46039 0.28456 1.44141 2
-0.61853 -0.31533 -0.71356 -0.12377 -0.28014 -0.12380 0.07807 -0.39698 -0.26157 -0.23796 1
-0.72418 -0.27550 -0.47741 -0.03680 -0.11182 0.46950 0.24932 0.30268 -0.80661 0.50232 2
0.65800 0.19552 1.39103 -0.97111 -0.91629 1.26869 1.57553 0.77633 -0.94037 0.85727 1
-0.47467 -0.21323 0.09413 -0.50724 -0.45750 0.44673 0.19678 0.59784 -0.60490 -0.67373 1
1.39091 -0.67381 -0.67843 0.51679 0.18047 -1.47671 -2.59949 0.31469 2.26381 0.66608 2
-0.42768 -0.70337 -0.13483 0.04307 0.26462 -0.12615 0.14037 -0.32463 0.15745 -0.66675 2
-0.75208 -0.59236 -1.24743 1.19509 1.55593 0.31319 0.18218 -0.37041 0.47341 0.57364 1
0.48384 0.18638 1.22175 -1.09310 -1.09184 0.69688 1.10102 -0.61916 -1.03590 1.02943 1
-0.25682 0.02356 0.56452 -0.87866 -1.02216 -0.06541 -0.70440 -0.72549 0.39585 0.17582 2
1.46259 2.61849 3.37966 -1.76538 -1.68004 0.39713 1.51138 -2.81588 -0.57532 0.77907 1
0.23033 -0.05545 0.21707 -0.82670 -0.88914 1.07522 0.29953 -0.51742 -0.67493 0.63159 1
-0.87272 -0.59414 -1.15115 1.24159 1.72968 0.07898 -0.25813 -0.39552 1.60814 -0.61828 1
-0.22192 -0.31352 -0.70594 0.21374 0.31982 -0.90960 0.30836 -0.31632 -0.87824 -0.33485 1
-0.78306 -0.24894 -0.42578 0.44349 0.73699 0.01639 -0.47806 0.74594 1.67480 -0.97051 1
1.04734 0.91821 1.93866 -1.10568 -1.10451 -2.59575 0.66498 1.50939 -0.98930 2.53163 1
-0.19043 -0.23797 -0.38007 -0.57069 -0.62219 1.21276 -0.57301 -0.73850 -0.46293 0.25587 1
-0.00029 -0.09435 0.45618 -0.59093 -0.68554 0.98532 0.64999 0.61201 -0.84102 0.56152 1
-0.78630 -0.82742 -1.40740 2.27272 1.97129 0.41888 0.06443 0.22517 0.12959 -0.10143 1
1.24417 2.42742 3.25842 -1.70521 -1.63026 1.69473 1.16470 1.12245 -0.91636 1.47225 1
0.65958 0.68407 -0.14922 0.44786 0.37231 -0.53116 -1.79222 0.59386 -0.15151 -1.24173 2
4.24393 9.76710 3.29460 -1.80313 -1.63841 -3.96938 -4.47810 6.30459 -0.60340 0.64621 2
0.99478 -0.31399 0.45110 -0.75285 -0.67830 1.40223 1.15081 0.68707 -0.10720 1.73744 2
0.34846 0.29919 0.54463 -0.58273 -0.51632 -0.16783 0.66419 -1.26846 -0.90684 1.60778 1
0.76428 0.69146 2.37456 -1.34746 -1.32983 0.35336 1.24426 1.22300 -0.98555 1.23906 1
-0.79056 -0.24012 -0.89448 1.03919 1.08628 0.47403 0.00511 0.66831 0.09633 -0.89399 1
0.47774 1.16801 2.32970 -1.42404 -1.39770 0.93764 1.13386 -1.18877 -1.00922 0.16937 1
-0.29295 -0.01599 0.63329 -0.84365 -0.81132 -0.05445 -0.47328 0.49147 -1.03677 0.11314 1
-0.09063 -0.62486 -0.49032 0.78045 0.56234 0.83927 0.68245 -0.44981 -0.42379 -0.14143 1
1.29714 0.56938 1.11468 -1.50719 -1.50358 1.38280 2.15739 1.07802 -0.80971 1.19671 2
-0.80946 -0.55866 -1.00874 1.35373 1.52698 0.24473 0.17530 -0.10881 0.40433 0.65698 1
0.61157 0.23030 1.97019 -1.20852 -1.10994 -1.30003 1.04075 -0.48006 -0.98344 0.88578 1
1.02188 0.83037 1.29031 -1.52360 -1.43209 1.86751 0.92521 -1.07044 -0.71299 0.21926 1
-0.37214 -0.33907 -0.17820 -0.18231 -0.07653 0.58799 0.25459 -0.68698 0.33179 0.05742 1
0.68962 0.18541 1.09923 -0.90492 -0.81041 -0.31777 1.05026 -0.88175 -1.00765 1.91966 1
0.81870 2.61954 0.75051 -0.49630 -0.50365 -1.58892 0.85010 -3.23107 0.56880 0.89126 2
-0.96011 -0.56252 -1.12491 1.70546 1.44191 0.34707 -0.40259 0.33482 0.33963 -1.37646 1
-0.29652 -0.60110 -0.21481 -0.01218 -0.13806 -0.19728 0.21623 -0.33747 -0.81797 -0.29753 1
-0.51126 -0.63408 -0.78804 0.67870 0.75509 -0.32693 -0.72640 -0.29439 -0.01933 -0.15185 1
-0.46780 -0.21657 -0.50915 0.24109 0.25376 0.09103 -0.51859 0.16594 -0.36478 -0.80068 2
-0.56190 -0.07354 -0.82613 0.33299 0.10355 0.65282 0.07776 -0.79554 0.06542 0.46619 1
-0.54114 -0.34184 -0.76413 0.36307 0.34335 0.71942 -0.04805 0.45875 0.19702 -0.10253 2
-0.53794 -0.14094 -0.30897 -0.28186 0.03749 0.22854 0.27231 -0.69961 -0.79914 -1.69640 1
-0.66287 0.07090 0.33747 -0.43065 -0.56880 0.25030 -0.58200 0.63371 1.72932 -0.97428 1
0.57354 0.03482 0.17496 -0.31469 -0.35886 1.20986 0.79027 0.40594 -1.03455 1.11724 1
-0.49721 -0.38716 -0.33331 0.55453 0.67455 0.64377 0.16647 0.47412 -0.72209 -2.51731 2
0.66675 0.05400 1.16187 -0.88523 -0.86561 -1.01059 0.79121 -0.20638 -1.04432 1.09532 1
0.96695 0.64978 2.23744 -1.38247 -1.24115 -1.01933 1.23551 0.77574 -1.01006 0.96265 1
-0.65559 -0.79938 -1.02546 1.64146 1.21840 0.28278 -0.49422 0.29613 -0.83484 -0.30253 1
-0.76268 -0.37521 -0.49032 0.23616 0.10083 0.44893 0.01124 -0.38666 -0.51549 -1.15489 1
-0.60953 -0.47153 -1.00662 0.44020 0.26372 -0.18427 -0.46594 0.60546 2.12767 -0.31107 2
-0.53629 -0.05006 0.28605 -0.54006 -0.62853 0.00713 -0.28018 -0.67392 -0.70707 0.13732 1
-0.78789 -0.83626 -0.92029 2.35368 2.27805 0.39798 0.08617 -0.24409 0.22382 -0.91250 2
-0.64848 -0.59827 -0.66679 0.98011 1.42834 0.15188 0.20531 -0.49824 -0.74159 -0.94523 1
1.61465 1.33390 0.77908 -0.67681 -0.85113 -0.47866 -2.42991 -1.80438 0.33134 2.15445 2
0.77274 1.16117 2.01081 -1.31792 -1.28097 -0.58527 1.15361 1.29981 -1.04384 1.30085 1
-0.22614 -0.07372 0.19400 -0.64891 -0.65477 0.42671 0.64661 0.53703 -0.79465 0.50079 1
-0.27330 -0.34975 -0.41033 0.23999 0.28634 0.03948 0.24138 0.61109 1.83036 -0.29031 2
-0.48345 -1.02550 -0.53645 0.97519 1.50526 0.79543 0.36924 0.40422 2.31233 0.03915 2
-0.79456 -0.55277 -1.06397 1.48830 1.22473 0.20843 0.18856 -0.42805 2.16320 -0.28718 2
1.32684 -0.19686 -0.30051 0.35979 0.09450 -1.07875 -2.31122 0.50162 1.82145 -0.14795 2
1.40023 1.49558 2.96471 -1.65707 -1.57416 2.26658 1.41766 -1.00967 -1.01834 1.26892 1
0.67493 -0.04080 1.63501 -1.35512 -1.27192 1.11013 1.27403 -0.55300 -0.98218 0.46498 1
-0.52653 0.04973 -0.17905 -0.36009 -0.42040 0.33790 0.20462 -0.88092 -0.14022 -1.35076 1
0.89972 0.82962 2.05842 -1.28127 -1.15338 -0.75390 0.98968 1.33678 -1.00915 1.16584 1
-0.41732 -0.60912 -1.02334 0.76076 1.25279 -0.20580 -0.80972 -0.46013 -0.97049 -0.72800 1
-0.87131 -0.62178 -1.17675 1.02497 0.91797 -0.13041 -0.07441 -0.34352 -0.81212 -0.45242 2
-0.46089 -0.56231 -0.55422 0.81163 0.72160 0.16569 0.26020 0.42123 1.13593 0.99203 2
0.58794 0.61468 0.24182 -0.87866 -0.71992 -1.49998 0.73865 1.37526 -0.77856 0.98800 1
1.24139 1.16040 1.19657 -1.43061 -1.48005 0.97586 2.26961 -1.03255 -0.43279 -0.81994 2
1.02954 1.42303 2.89446 -1.66528 -1.59859 1.49628 1.48038 1.46086 -1.03501 0.27399 1
-0.31756 -0.13626 0.00970 -0.62266 -0.71630 -0.81015 0.08333 -0.47886 -0.89014 -0.10187 1
0.81249 0.22084 0.68598 -1.17241 -1.08551 -2.72383 1.20588 0.82203 -0.89709 0.54151 1
0.40165 -0.18170 0.48347 -0.89070 -0.94615 0.53180 0.79040 0.95707 -0.90422 0.66236 1
-0.82771 -0.50595 -0.72244 0.99160 0.68722 0.02399 0.01169 0.34496 1.04727 -0.33424 1
-0.80705 -0.67318 -1.11793 1.31763 0.91435 -0.32869 -0.39511 -0.28265 -0.95164 -1.52029 1
0.61449 0.31180 0.61848 -0.57288 -0.66110 -0.21549 -0.79361 -0.63520 -0.86142 1.74392 1
0.00806 -0.17302 -0.77365 0.23671 0.08454 0.97326 0.62135 -0.66324 1.95044 -1.20478 1
-0.64663 -0.56755 -0.85808 0.61689 0.24381 0.60367 0.15456 0.31250 2.16783 0.29705 2
0.35248 1.29349 0.68428 -1.34582 -1.30269 0.37573 0.66598 -1.86328 0.18059 -0.58005 2
-0.68530 -0.33364 -0.91289 0.85922 1.03742 0.07261 0.03688 -0.47910 2.16419 -0.47466 1
0.91570 -0.36013 -0.51084 -0.06634 0.20490 -1.47943 -1.55579 0.42273 1.22613 -1.22936 2
-0.62729 -0.65425 -1.02334 0.23726 -0.02585 0.77964 -0.56381 -0.28683 -0.52552 -1.01148 1
-0.82448 -0.57094 -0.98631 1.07967 1.80026 0.06729 -0.30318 0.53995 -0.43301 -0.12069 1
2.17697 0.92984 0.14809 -0.71456 -0.55251 1.74042 2.91190 -1.45103 -0.26754 -0.48425 2
2.68297 2.57023 1.28312 -1.02308 -1.06107 -4.04420 -1.47728 -2.84737 -0.30702 1.70874 2
-0.65153 -0.33691 -0.43128 -0.14347 -0.11273 0.26637 0.06171 0.45098 -0.10312 -0.41273 1
-0.64451 -0.88437 -0.77598 2.53748 2.28982 -0.25127 -0.09512 -0.36876 -0.48485 -0.64708 2
-0.60108 -0.27363 -0.38621 -0.08658 -0.13897 0.49295 0.04321 -0.62397 -0.23123 -1.57653 1
0.00134 0.07745 0.42952 0.08409 0.33611 -0.33053 0.23606 -1.14871 -0.99160 1.91083 1
-0.62223 -0.31923 -0.42705 -0.06196 0.15784 0.20545 0.23921 0.40325 1.67998 -0.69964 1
1.09175 0.11260 -0.03135 0.45114 0.16599 -1.40022 -1.66041 0.36557 -0.67460 1.45540 2
1.18948 0.18351 0.59393 -1.01706 -1.00949 -2.81459 0.91627 -0.71397 -1.01712 1.60898 1
-0.37894 0.24483 0.84320 -0.95251 -0.92805 0.57340 0.16002 0.64256 -0.66207 -0.74479 1
0.29142 -0.02122 0.54399 -1.02527 -0.93529 0.65766 0.49159 0.30086 -0.91397 0.31445 1
-0.24689 -0.13213 -0.02987 -0.78676 -0.73259 0.10967 -0.49765 -0.29578 -0.71351 0.68045 1
0.33603 0.09992 0.24394 -0.42956 -0.23398 -1.07322 -0.74897 -0.77368 0.46290 1.33115 2
-0.76430 -0.53264 -1.05953 1.52331 2.19571 0.24143 0.14353 -0.51813 -0.14852 0.01699 1
-0.42993 -0.42046 -0.21058 -0.33110 -0.43578 0.10837 0.02378 -0.53015 -0.62295 0.36958 1
-0.56067 -0.51532 -0.75313 0.05565 -0.14530 0.77292 0.01885 0.42046 1.51406 1.26956 1
0.99493 0.36196 1.26576 -0.63743 -0.60228 0.43764 -1.46651 1.07377 -1.02438 2.11404 1
-0.54271 -0.44658 -0.47402 -0.13362 -0.23036 0.44316 0.20670 0.45061 -0.71677 -0.89664 1
-0.50545 -0.70163 -1.19791 0.33080 0.07640 -0.26665 0.23075 0.42377 0.60872 -0.69266 1
0.14599 -0.14024 0.18617 -0.34258 -0.09101 -1.23375 -0.78172 -0.94407 -0.83534 1.20730 1
-0.76799 -0.81670 -1.22881 1.78478 1.33151 0.09876 -0.37956 0.27383 2.33132 -0.05675 1
-0.95209 -0.59865 -1.40740 1.93248 2.03373 0.31832 -0.35827 -0.40585 2.28652 -0.37480 1
-0.77522 -0.59034 -1.07264 1.20713 0.99398 0.40301 0.17765 -0.51625 0.74410 1.08678 1
-0.76597 -0.52269 -0.99858 0.75748 0.96683 0.34235 0.09207 -0.18366 -0.16364 -1.64602 1
0.64528 -0.24505 -0.20360 -0.03735 -0.22765 -1.15615 -1.14951 0.61463 1.06798 -1.45754 2
-0.17380 0.03778 0.56600 -0.62156 -0.73259 -0.98633 0.28918 0.63383 -0.88590 1.14365 1
-0.50400 0.08754 0.25643 -0.78020 -0.69820 -0.46966 -0.39081 -0.67267 -0.85878 -0.58981 1
-0.25404 0.00171 0.12883 -0.51544 -0.38330 0.24821 0.41063 -0.63042 -0.90729 -1.06106 1
0.82598 0.07500 0.90308 -0.92243 -0.81494 1.03517 1.25893 0.43312 -0.97363 0.67434 1
0.87359 -0.10219 1.18493 -0.56577 -0.38963 -0.76607 1.17935 0.95876 -0.98321 1.58150 1
-0.28184 -0.81587 -0.00850 -0.07345 -0.11997 0.63313 0.23984 -0.45417 1.96783 0.80020 2
-0.61142 -0.39460 -0.82951 0.28102 0.24471 -0.41017 -0.64806 -0.44296 1.78460 0.74994 2
-0.75488 -0.37600 -0.83290 0.31001 0.08545 0.50822 -0.08505 -0.48904 1.03909 -1.98959 1
-0.30272 0.40529 -0.04849 -0.38963 -0.42221 0.71386 0.61531 -1.43953 1.17911 0.13407 2
-0.76078 -0.82416 -1.16321 1.83730 1.48987 0.47262 0.01325 0.28343 1.55763 -1.66802 1
-0.69243 -0.35277 -0.41710 0.58681 0.32797 -0.41705 -0.58182 0.62584 1.54897 -1.64888 1
-0.69867 -0.29671 -0.10309 0.13497 0.26100 0.09600 -0.38416 -0.49484 -0.64474 0.04369 1
0.28946 0.10823 0.91683 -1.25939 -1.25111 -0.24743 0.68994 -0.82131 -1.05577 0.64668 1
0.31232 0.07984 0.68957 -0.59640 -0.35343 -1.13948 -0.75907 0.80370 -0.98095 0.86229 1
0.52055 0.20078 0.22849 0.38331 0.56505 -0.54622 -1.29682 0.94067 0.05805 1.38563 2
2.85435 4.73297 4.08430 -1.91636 -1.80582 -1.56038 -2.81016 2.21191 1.12421 0.59256 2
-0.41305 0.12361 0.37259 -0.90711 -0.83666 -0.38507 0.07980 -0.81073 -0.46591 0.09277 1
-0.07432 -0.33327 0.06831 -0.62430 -0.66110 -0.01930 -0.70288 -0.13398 1.16147 -0.77721 2
-0.34390 -0.12961 0.62440 -0.84420 -0.72445 0.20950 0.18734 0.24436 -0.54797 0.53327 1
-0.72909 -0.27857 -0.65706 0.16122 0.03658 -0.12122 -0.39267 0.55607 -0.98557 -1.35219 1
4.24635 2.48245 1.09014 -0.90984 -0.70001 -3.14445 -3.63485 -2.50429 1.56388 1.11903 2
-0.67988 -0.65914 -0.50978 1.37178 1.22021 0.12444 0.01978 -0.61312 1.74048 -1.02105 2
0.35023 0.00562 -0.22899 -0.74683 -0.71811 -1.62917 0.42252 -0.81494 -0.13599 1.07228 1
3.47953 2.86360 0.40180 -0.24138 0.05559 -4.25779 2.37646 -3.62941 0.46404 1.51776 2
-0.12212 -0.57322 -0.23682 -0.03625 -0.21679 0.84505 0.57290 0.42205 -0.72883 -0.12462 1
-0.76998 -0.81532 -1.67931 1.78697 1.38219 0.09643 -0.37247 0.27076 -0.09423 -1.43271 1
