A1 A2 A3 A4 A5 A6 A7 A8 A9 A10 A11 A12 A13 A14 A15 A16 A17 A18 A19 A20 Class
-0.01132 -0.08126 -1.09437 -0.13602 -0.14172 1.91121 0.00920 -1.31206 -0.17139 -0.68478 -0.08881 -0.51877 1.26524 -0.03907 0.34588 -1.32836 -0.15120 0.20736 0.35265 1.18353 1
2.00778 -1.10312 1.01346 0.10620 -0.18401 -0.96700 -0.49554 0.48069 1.91883 -0.21223 -3.14598 0.55343 0.36925 1.16049 1.96897 -1.28763 1.28626 -1.36031 -1.13732 -1.94496 0
0.66081 -0.09660 0.96420 0.01764 0.15631 -0.01707 0.80744 1.25586 -0.08669 1.03083 0.38391 -0.31724 0.23038 0.50416 0.09949 0.14889 0.52127 0.71815 0.31323 -0.15966 1
0.58277 0.18021 0.01399 0.55106 -0.12897 -0.24381 1.68860 0.59683 0.96494 0.29942 -0.44944 -0.79082 -0.50890 -0.15957 0.14598 -0.32141 0.18001 0.41834 0.02502 0.22113 1
-0.00998 0.20889 0.36335 -0.35878 -1.25331 0.32139 0.86272 1.06072 -0.11340 0.93645 -0.78437 1.11281 -0.63255 -1.23931 0.21040 -2.57177 0.94232 -0.38509 0.25953 -0.08957 1
-0.12301 1.06201 -1.83976 -4.54497 -0.21355 0.45228 -0.04805 -0.78065 -1.86024 0.50839 0.25535 0.06921 -0.18554 -0.73107 1.05781 1.07177 2.27921 -1.75810 0.16980 -1.65651 0
1.78508 -0.20732 -1.58114 -0.37622 -1.54060 -1.14944 1.31153 -0.16281 -0.63921 2.54960 -1.51685 -2.20158 1.58661 -1.60079 -0.14158 -0.57364 0.62988 -1.16631 -0.19114 0.52778 0
1.25894 -2.69129 -0.76510 -1.33706 1.48806 -1.09259 0.65214 -1.82321 0.17394 -1.13239 -0.05716 -1.51382 1.79160 0.88450 0.80013 0.18962 -0.84780 0.21911 -0.39098 1.00022 0
0.14275 0.02080 -0.45334 0.76174 0.74029 0.00937 1.28389 -0.34715 -0.04694 -0.39829 0.16832 1.04963 -0.10090 0.50416 0.70583 0.11342 0.19878 0.29227 -0.15239 0.51632 1
0.94003 -0.17197 -0.82862 1.12943 -0.81297 -0.19026 -1.02266 -0.19792 1.91818 -1.42765 -0.28528 0.45299 -0.12735 0.53513 -0.39394 -0.14406 -0.31747 -0.05392 -1.66752 2.38183 0
-0.39415 -0.22667 -0.77612 2.26203 -0.96870 -1.87263 -0.97199 -0.83737 -0.22677 0.06348 -0.03738 -0.04586 -0.26225 -0.16226 -0.27440 -1.81640 -1.68520 -1.22901 0.55657 -1.29460 0
0.44686 -0.57685 2.35905 2.30229 -2.20312 0.31610 -0.19217 -1.93395 -1.05165 -0.87623 0.44391 0.61795 0.75476 -1.23998 -0.81233 1.38245 1.31308 -1.85020 0.55453 -3.76195 0
0.35671 1.40619 0.22464 -2.26434 0.30063 0.28239 -1.52345 -1.05749 -0.24892 -0.35110 -0.23187 0.33393 -0.07313 1.27223 -1.31772 0.29734 1.98085 -0.08462 0.15485 -0.16774 0
0.31634 -0.50548 0.56169 0.80468 -0.76061 -0.29868 -0.34353 -0.55782 -0.58383 1.19598 -1.29269 0.35788 1.59587 -0.50287 -0.79971 0.38470 -0.14651 0.40266 0.58240 1.43020 1
-0.74939 0.62178 -0.94724 -0.14944 0.55302 1.69505 -1.68731 -0.31609 0.29578 -1.18295 1.35638 -0.96442 -0.44343 1.55428 -1.06801 3.00815 1.39823 -1.60721 -0.13880 -1.45298 0
0.82296 -1.58805 -0.00286 0.99927 -0.80693 0.24140 -0.30733 1.48746 -0.29519 0.39312 1.51527 -0.02125 -1.21247 -0.68126 -2.53172 -0.53423 -1.39892 -1.05918 -2.11546 0.36535 0
2.18876 1.82040 3.05841 -1.52493 1.50753 -0.21604 1.27928 -0.18442 -0.54017 -0.85735 1.16057 -4.13182 -1.35332 -1.21911 2.20672 -0.41074 -0.16930 -0.07352 0.58444 -0.89225 0
-2.28407 -0.05324 2.14645 0.74832 -0.02493 0.38882 0.81139 0.72242 -2.39453 0.51581 -0.29319 -1.08481 -1.52061 -0.84012 0.48069 0.46746 0.80957 -0.24400 -0.10209 0.57900 0
-0.13714 0.13819 0.52085 -0.70903 -0.03902 -1.38412 1.33324 -0.15335 -0.20788 1.27957 -0.63800 0.33859 -2.06350 2.27388 -1.84967 -1.42557 0.13308 0.27725 -0.55615 1.12490 0
1.16878 1.62430 -0.13573 -0.73721 0.21538 0.15745 0.35864 -0.42142 -0.23003 0.99577 -0.60834 0.67515 -0.86597 0.58225 -0.39992 -0.14603 0.70229 0.50195 0.28672 0.81219 1
1.57852 0.11818 -1.01853 0.00958 0.83763 0.02722 0.63437 -1.25534 -2.91773 -0.98274 -1.88738 -2.03928 1.75127 0.23423 -1.62985 -0.50795 -1.09520 -0.75153 -0.29310 -0.48046 0
0.63928 0.93061 -0.06897 -0.37690 0.82420 1.64943 -0.86867 0.80683 -1.68432 2.04738 -0.22462 -0.75490 0.99347 -0.09696 0.81142 0.01227 1.65971 -0.35831 0.18952 0.36670 0
-1.84943 0.03280 1.67134 -1.17468 0.56443 0.03648 0.51197 -0.63885 2.62057 -0.44143 1.97085 0.02065 1.63290 -1.82966 0.30205 -0.43899 0.45892 0.78282 -1.66548 0.29122 0
1.08401 0.24691 -0.15064 -0.76337 0.38789 -0.17308 -0.14281 -0.13107 0.97602 -0.17718 0.87905 -0.15760 0.36859 -0.08889 -0.28171 1.23401 -0.72645 1.06827 -0.83960 -0.08620 1
-0.08600 0.41700 0.90975 0.45511 -0.61697 -0.10300 -0.05397 1.75891 -1.16111 0.26571 0.34963 -0.17756 1.17994 -0.16293 0.38108 0.08452 0.14514 0.04275 -1.72257 -0.92797 1
0.44552 -0.40076 -0.10786 -0.64528 2.00291 1.39493 0.86404 -0.75296 1.11285 0.84814 2.28270 0.60265 -1.02534 -2.76534 -0.38863 2.05441 -2.23498 1.41511 0.03114 0.16249 0
-2.03244 0.88592 -0.01907 -0.11320 -0.73913 -0.96105 -1.59847 -0.65370 0.80400 0.86230 -0.06046 0.25146 -1.05113 -2.85353 1.58777 -0.37002 -1.19242 0.00421 -0.60781 -3.51932 0
0.23695 -0.20332 -1.31021 -1.68864 -0.23033 0.57126 -4.12547 0.21870 -1.26080 3.06529 0.77488 -0.30926 -0.79588 0.68188 -0.16482 0.00504 -0.95038 -1.60656 1.06637 1.74157 0
1.12573 0.39032 -0.67630 -0.16420 0.74298 -0.51021 0.57580 0.78319 -0.54083 -0.86949 1.30562 -0.06781 0.47108 0.79631 -0.11169 1.61761 0.60508 -0.15713 -0.26183 0.01153 1
0.74155 1.64765 -1.31604 -0.93716 0.05764 0.06424 -0.89170 1.09110 1.17540 0.41806 1.06761 -1.24644 -1.85852 0.03565 -2.01836 0.11277 -1.16694 0.17339 -0.84640 -1.19755 0
0.21945 -0.10527 1.14698 0.52489 -0.15314 -0.05541 0.14147 -0.08988 0.11986 -0.13336 -0.34396 -0.13366 -0.77406 0.39646 0.47206 -2.25780 0.20548 0.61560 0.46821 -0.39352 1
0.69513 0.02813 -0.41380 -1.07605 1.36053 -0.66952 -0.15927 0.02221 0.41828 0.81713 0.23689 0.59400 1.11316 -0.52644 -0.25049 -0.48496 -0.35837 -0.12577 0.09775 0.50217 1
1.35919 1.92046 -2.72256 -0.54732 -0.38136 0.09465 0.89168 0.71635 -1.72211 -0.06797 -0.60899 0.07985 -0.75488 -0.08552 0.56105 -2.02133 -0.52732 -1.40080 -0.39641 0.90924 0
-0.51324 0.78253 -0.29259 -0.88415 0.07777 0.45624 0.44945 0.48204 0.55445 -0.67063 0.42017 -0.08244 -0.17761 0.22278 -0.12830 -0.07903 0.64530 0.16033 0.99704 0.64504 1
-0.63232 -0.09393 -0.12925 1.72928 -0.17797 -0.48641 0.81731 0.39561 -1.33182 1.32811 0.32260 0.80818 0.42215 1.42975 0.74435 -0.18347 0.30270 -0.46609 -0.11772 -0.30456 1
0.08691 0.83922 -0.25176 1.77424 0.05495 0.06358 0.45603 -1.43022 -0.89397 1.77370 0.14656 -0.87196 0.62251 -1.93804 2.69418 1.36735 -1.97350 -0.51181 -1.64509 0.01018 0
0.26520 0.08083 -0.93362 0.65908 0.85709 1.51723 -0.09807 0.05394 0.56162 -0.35042 0.17689 0.55809 -0.37070 0.30962 0.94292 0.20867 -0.31144 0.37261 0.14261 -0.47911 1
1.03422 0.21757 0.44826 -0.39166 -0.41828 1.89270 -0.12176 -0.72325 -1.05426 -0.02753 1.20804 -0.60990 0.02870 0.41261 -0.33019 -0.71158 0.74051 0.37588 -0.43720 0.18608 1
0.18850 0.35964 1.65903 -0.79625 0.17309 -0.41304 -0.07043 -0.16416 -0.19745 -0.50412 0.82762 -0.85600 -0.01362 0.26385 -0.52012 1.41070 -0.00102 0.26288 0.30983 0.19282 1
-0.54351 0.15487 -0.46435 -0.39367 0.33016 -0.22662 0.17306 -0.31811 -0.11470 -0.33829 -0.48571 0.19958 -0.03809 -0.35276 -0.43113 -0.51190 -0.66611 0.54244 0.63950 0.34648 1
-0.19432 0.80654 -1.17993 0.32830 -0.91903 -0.14399 0.09870 -0.06085 0.67043 0.16123 0.25865 0.48426 -0.12537 0.28000 0.06098 -0.94279 -0.30071 -0.10748 -0.45147 0.11532 1
0.31903 -1.56203 -0.04758 -1.34242 0.96449 -1.20563 -2.29537 1.05531 -0.76105 0.88252 -1.44960 -2.45234 2.12752 0.36213 -1.33299 0.22706 1.80184 1.59800 -1.78715 0.06949 0
1.47962 1.62697 0.78660 0.02233 -1.70103 -0.47319 -0.27640 -0.74283 -0.22417 1.44743 -0.31627 0.31930 -1.89885 0.58090 -0.87409 -0.13421 0.43076 -1.47462 0.71019 -0.81878 0
1.21588 -0.67557 1.23967 0.22631 1.15244 -0.75215 -0.74693 0.04179 0.04428 1.36990 -0.33473 -0.69903 0.39702 -0.13466 1.20856 1.81138 -0.29334 0.66720 -0.08170 -0.98121 1
0.01963 1.05467 -1.60771 2.51902 -0.18267 -0.71580 0.42510 -0.07300 2.06804 0.99308 -0.94260 0.89531 1.46957 -0.01686 -0.53008 -0.77135 -0.17198 0.43728 0.84274 -0.11046 0
0.63054 1.06267 -0.09814 0.46249 -0.26255 0.58449 -0.58767 -0.15538 -0.41312 -0.21291 1.96953 -0.35848 0.05581 0.35944 0.52585 1.52236 1.89437 -0.82665 -0.16463 0.37816 1
1.80997 0.87191 0.53900 0.13640 -0.20079 -0.00253 -0.09675 -0.02303 -0.58383 0.89668 1.10189 -0.10040 -0.62329 1.07702 -0.08911 0.40835 0.75459 -0.11793 -0.67714 -0.77700 1
0.57806 1.00798 -0.13898 -0.43527 0.66847 -0.10300 -0.06714 -0.69354 -0.08082 -0.69826 0.36479 -0.33187 0.34809 0.29279 -0.09775 1.38771 -0.11566 0.00813 1.11327 0.09510 1
-0.16472 0.23291 0.19224 -0.30242 0.31070 0.03582 2.47895 0.59818 -0.31408 -0.53917 -0.15935 0.86206 0.98289 -0.06061 -0.61376 1.19197 0.49847 0.91868 0.46141 0.24809 1
-0.86040 0.86924 -0.56417 -2.17711 2.39022 0.32668 -0.18691 -2.34651 -2.63170 -2.08019 -0.27539 -1.34687 -2.37363 -0.11581 -1.83307 -0.14800 -2.05597 0.71032 -2.00602 -0.49529 0
-1.11540 0.48437 -1.46382 -0.48425 -0.87070 0.60828 1.23782 -0.24519 -1.87718 0.06887 3.05804 -0.83605 -0.22588 -0.84551 0.03507 -1.70276 -2.61580 0.42095 0.74554 -2.35608 0
0.66283 0.37298 2.01941 -0.23666 -0.22899 0.82841 -0.70810 1.06612 0.82876 1.53574 -0.16397 0.06987 -1.02468 2.35197 2.56800 1.25240 -0.04728 -2.67518 -0.56159 0.10588 0
0.75433 -0.20132 0.15918 -0.03738 -0.00815 0.85089 -0.12636 1.42467 0.31728 0.42345 1.17112 -0.27334 1.11316 -0.01484 -0.65892 -0.50139 -0.05264 -0.99125 0.93654 -0.20549 1
0.34325 -0.28069 -1.77688 0.85367 -0.26792 -0.71051 -0.03160 -2.05144 -1.51361 -0.15156 -0.40527 -0.24008 -0.13397 -0.01080 -0.21197 -0.25704 -2.65938 -0.63265 -1.30182 -0.74195 0
-0.94585 0.42367 1.04522 -0.14273 -0.32296 -1.25323 0.61858 -0.16213 1.27574 0.35739 -0.16990 -0.54937 0.23964 0.87709 0.92830 -0.40089 0.11900 0.06300 0.40227 0.54126 1
0.32306 0.83922 -0.01777 0.90466 0.00461 0.24537 1.06014 -0.42615 -0.03261 0.88455 1.17244 1.24451 1.03050 -0.06129 0.55972 0.09503 1.41566 -0.25772 -0.17754 -0.30119 1
-1.22843 0.35564 0.05742 -0.31718 -1.14457 -1.40263 1.66689 0.00465 -0.44244 0.10662 -2.35219 1.58639 -0.77075 -0.60452 -1.33831 -0.48431 -1.08045 -0.26621 0.24593 -0.27423 0
0.46503 -0.78162 0.84364 -0.01457 0.36708 0.75438 -0.59557 0.09446 0.27298 0.23942 -0.41384 -0.74359 -1.32951 0.40319 -0.15486 -0.11122 -0.25110 -0.22506 0.79652 0.03714 1
-0.11157 -0.70558 -3.82054 0.24577 0.53624 -0.28744 0.19873 -0.23843 -0.12904 0.94656 -0.57339 -0.03788 -0.09032 -0.82868 -2.53703 0.25596 -0.17131 0.09566 0.54230 -1.50420 0
-1.02793 0.95128 0.96744 -0.22391 0.99134 -0.25306 0.49881 0.84734 1.22622 -0.43873 0.25799 0.07586 -0.19216 -0.69472 -0.62837 -0.11779 -0.68019 0.53003 0.12698 -0.09091 1
-0.40088 -1.62073 -0.04694 0.48262 -0.77001 -0.06268 -1.33985 -0.65370 2.14297 0.88387 1.05508 -0.44361 1.68051 0.40723 -0.74061 -1.66138 1.00333 3.32897 -0.44400 -0.25536 0
-0.61079 -0.16197 1.01605 -0.08838 0.20531 0.59572 0.93314 -0.90286 0.04037 -0.29110 -0.20616 0.21288 -0.10487 -0.10571 -0.43844 2.05244 -0.01107 0.21062 0.52734 1.56230 1
-0.50853 0.21490 -0.34250 1.31395 2.01164 -1.00269 -2.65534 1.77916 -1.45367 -0.98881 0.14195 -1.08680 1.93906 0.60244 -1.37417 0.35974 -1.76030 -0.37333 -0.85795 -2.17478 0
-1.92210 1.38884 2.48414 1.76350 -1.18686 0.10192 -0.49094 0.84397 -0.75975 0.97757 -0.88920 0.06256 1.02521 -1.80677 -0.64431 -0.04159 -2.23699 -0.03106 -1.58731 -2.46863 0
-1.32599 -1.08978 0.60900 -1.03243 0.10530 1.39824 -0.16914 1.23020 -0.52910 -1.34811 -0.74613 1.06426 -0.36408 -0.49076 0.31533 -1.46170 -0.13108 -1.44653 2.50877 -0.32747 0
-0.19500 -0.47213 1.05040 -0.54464 -0.07930 0.05499 0.50736 0.60898 -0.34145 -0.11314 0.92915 0.91061 -0.00635 0.47253 -0.84222 -0.10859 -1.03151 -0.56472 1.29680 -0.02217 1
-0.03689 0.18488 0.35557 -0.02799 -0.47869 -1.17523 1.35562 -0.48692 0.17394 1.59843 -0.21275 -0.04054 -0.13264 -0.09764 0.49796 0.68225 0.70967 2.42952 -0.28426 0.18069 1
0.21676 0.71249 1.76792 -0.02061 -0.83378 0.24471 0.51987 0.87097 -0.09059 -0.11246 0.21513 0.58203 -0.46393 0.24433 1.18266 0.03329 -0.10762 -0.18652 0.37372 -0.09226 1
-0.73190 -0.15596 -1.48651 2.10301 2.19623 -0.91808 -0.20599 0.76766 1.08743 0.09314 3.09166 0.98178 2.41450 -1.11410 -1.93070 -2.52908 -0.87328 -0.08135 -0.40185 0.75220 0
-2.32309 -0.66956 -1.85985 -0.09576 -1.16940 -1.81644 -0.49686 1.10326 -1.04514 0.11134 -0.09738 1.23853 0.17484 -1.49914 -0.65029 -0.58612 1.28626 0.54767 1.30904 -0.27153 0
0.39438 1.85309 1.00568 2.46601 -4.94987 0.93484 -0.03686 -0.06760 0.23258 0.06011 2.70333 0.24082 0.09813 1.35907 1.40314 0.72758 -0.24841 2.09835 -0.34951 2.59277 0
1.36794 0.84389 0.18575 0.56716 0.19994 -0.10499 -0.31457 -0.23573 0.37593 0.58794 -1.72321 1.09619 0.22311 0.61254 -0.25448 0.53315 -0.19344 0.14726 0.44510 -0.25738 1
-1.14635 -0.32605 -0.06379 -0.06422 -0.02895 1.24025 0.14937 -0.52608 -1.80812 -1.52472 0.22568 -0.87462 -1.17610 -1.10871 0.40631 2.54770 1.65032 4.05336 -1.53973 0.50014 0
-1.70545 -1.80683 1.87163 -2.42000 -2.66897 2.29792 -2.49674 -3.13924 -0.71349 -0.15695 -0.85360 -1.36084 0.74682 1.14164 -0.37800 -0.73719 -0.64533 -0.12251 -0.97079 -1.40513 0
-0.02276 -0.70558 -0.07546 1.56758 0.92019 0.73058 1.34509 0.66435 -0.11926 0.71332 -0.64394 0.41442 -0.10355 -0.10100 -0.23455 -0.69122 1.46058 0.98596 -0.15987 0.73670 1
0.48723 -0.00122 -1.10409 -0.13669 0.30331 0.05168 -0.07898 -0.43155 -0.03912 0.66546 -0.16463 1.17201 -0.25828 0.59773 0.80478 0.26319 0.41735 0.44708 0.22078 0.72390 1
-0.66125 -0.26335 -0.81890 -0.09442 -0.94521 -0.61069 -0.09214 0.09716 0.54664 1.03015 -0.47516 0.43570 -0.84878 -0.17236 1.84943 0.64416 -0.49112 -0.66008 0.23914 0.12340 1
0.63928 -0.67423 1.42439 0.11962 -0.94051 1.00359 -0.12899 1.13634 1.24120 1.00319 -0.05518 -1.44798 0.97429 0.48330 -0.41386 0.78932 -0.51861 0.47451 0.64698 -0.04171 1
-0.81802 -1.12113 0.46511 -0.30913 0.67586 0.13894 -0.35669 0.42600 -0.14402 -1.98581 -0.03343 0.07919 0.76071 -0.84416 0.68458 -0.28463 0.77940 -0.00885 -0.38826 0.28650 1
-0.50987 -1.28255 0.00038 -0.47955 -0.11286 -0.14663 0.66135 -0.03586 -0.54799 0.32436 0.56456 0.74366 0.97231 1.78585 -0.53075 -0.18019 0.78074 1.04410 -1.03061 -0.17044 0
0.18850 -0.18131 -0.44167 1.46089 0.15765 0.46748 -0.04147 -0.16213 0.67825 -1.11689 -0.76393 -0.63251 0.91346 -0.65568 0.46808 0.01424 0.14179 -0.73847 -0.45963 0.09105 1
0.74895 0.16621 0.44307 -0.48023 0.36171 0.99632 0.63634 -0.22223 -0.09385 -0.45087 0.11228 -0.32189 0.07962 0.26317 -0.06521 -0.11976 1.15820 0.99249 -0.49498 -0.49933 1
-0.41501 0.86057 0.81123 0.36520 0.09321 0.36766 -0.55740 0.29973 -1.14678 -0.15224 1.24430 -0.18554 -0.75092 0.44156 0.54777 0.13838 -0.27590 0.05974 -0.24687 0.13082 1
0.20465 -0.47546 2.17756 -2.23817 -1.72721 0.24272 0.60870 0.22072 -0.62423 -0.70703 -1.91771 1.15738 0.53654 -3.01307 2.10312 0.39061 0.38651 -0.79138 -0.11229 -0.19201 0
-0.35378 -1.53202 1.03939 -0.58758 0.22746 -0.71910 1.16543 -1.05412 -1.92801 -0.33155 0.77224 -0.42299 3.83355 0.57888 0.73704 -1.17531 -0.36306 -3.52564 -0.71317 -0.15831 0
0.58142 -0.22133 0.91235 0.96303 0.74902 0.86675 0.68965 0.88448 0.51471 0.03584 0.49863 0.29469 -0.96252 -0.25313 0.98011 -0.18413 -1.30371 -0.11989 1.07385 -0.58762 1
1.38005 2.68619 -1.71661 -0.02799 0.41407 0.77553 -0.35274 -1.32421 0.04493 1.71707 -0.13825 -0.10439 -1.52061 3.09379 -0.26510 -1.44462 -0.66209 -0.38378 0.68504 -1.00143 0
-1.54331 0.82855 -2.33106 -0.40709 -2.00578 0.49987 -0.26916 2.28221 -1.26537 -1.17014 -0.38022 0.34458 -0.78795 -1.78793 -0.99297 0.11605 -0.23098 1.52550 1.17853 0.15373 0
0.03107 0.33029 0.32511 -0.45204 -0.17327 -0.08317 0.05592 -0.14660 -0.43332 0.21852 -1.07512 -0.13831 0.15632 0.29010 -0.28303 -0.12041 -0.39189 1.11334 -0.06878 -0.00330 1
0.16899 -2.28774 0.19807 -2.55889 -1.61310 -1.60292 1.89590 -0.25194 -2.27138 -0.90050 0.75114 -0.22212 1.82731 0.11777 -0.04528 -1.11028 0.98992 -1.84106 0.39140 -1.85263 0
-0.16674 1.77305 1.34661 1.01201 -0.24040 0.23016 0.70939 0.00870 0.06317 -0.79871 -0.60768 -1.74995 -0.66892 0.22750 -0.15154 1.14468 -0.76869 0.06039 1.05821 0.03242 1
2.48076 1.54092 -2.71089 -0.09173 0.54093 1.19926 -0.85946 -3.34721 -1.06403 -2.08828 -0.46065 -1.68410 -0.33697 2.12175 -1.43859 0.40047 -0.03387 3.17743 -1.41534 -0.11518 0
0.72406 -0.27402 0.20001 -0.68152 -0.44446 0.54945 0.02828 0.48879 -0.43527 -0.49266 -0.40197 0.36121 -0.85341 -0.73982 -1.19884 0.49111 -0.73986 -0.04151 -1.43505 0.01827 0
-0.48161 1.08802 1.69986 3.02292 -1.48153 1.39559 -2.13678 0.04179 -1.51948 -1.76066 3.53142 -0.13898 -0.19546 -0.33055 -0.29167 -1.45250 0.59904 0.12701 1.07045 -0.30725 0
1.47289 0.25825 1.38032 -0.12126 0.44562 -0.23654 -0.59688 -0.03451 1.03922 -0.72186 0.39380 0.04792 0.02606 -1.98651 0.54113 -0.04291 -0.56554 0.30534 0.03658 0.71985 1
-1.81512 0.23758 -0.02620 0.84763 1.98143 0.21165 -1.20165 -0.16078 1.27118 -0.47176 -0.49889 -0.11770 -0.11876 -0.09562 -0.50286 3.23608 2.06198 -0.61109 -2.86996 0.02770 0
0.80210 -3.34430 -1.12418 -2.33949 -1.67418 2.99996 -1.15164 -1.00617 3.38224 -1.73707 0.05888 0.81683 -0.10752 0.18374 -0.17678 0.32624 -0.40664 -3.17749 0.82575 0.91800 0
-0.25824 -0.80163 -1.24085 -0.11723 -3.13884 0.13497 -0.89960 -0.01561 3.14573 0.25965 0.15316 -0.27999 -3.26236 0.23827 -0.20135 -0.89812 -0.13578 0.54702 -1.38407 -1.52711 0
-0.69086 0.00145 1.78218 0.51281 0.94100 -0.74554 0.04013 -0.40117 0.68672 -1.17419 -0.24506 0.51086 -2.04234 -1.72600 0.95686 -0.11516 -0.34496 -0.27143 -0.94088 -1.92474 0
0.58546 1.94847 -0.44232 -1.97985 0.06838 1.70959 -1.62282 -0.19117 0.48018 1.53371 -0.07496 0.31997 -0.09694 0.27933 -1.30776 1.50331 0.34695 -1.79599 1.61764 1.04335 0
0.66351 0.64512 -0.76705 0.31152 0.12208 0.62613 0.25071 -0.28030 -0.68156 0.57580 -0.41648 1.17733 0.26278 0.84343 0.89908 0.02081 0.43076 0.17274 0.16640 -0.12259 1
2.18405 0.15687 -0.03073 -1.84901 0.38386 -1.33850 -1.10163 -0.44506 -1.73384 -1.83953 -1.15819 -1.03160 -1.39696 0.52705 0.93959 -0.62356 -0.06806 0.05778 -0.25299 1.54882 0
0.26520 -0.75294 -0.02620 0.39875 0.50871 -0.16647 0.97394 1.07557 -0.88615 -0.25133 0.35820 -0.63584 0.00490 -0.19457 0.27216 0.46352 -0.38452 0.13028 0.27992 -0.17651 1
0.41120 -0.18464 -0.31852 -0.96131 1.09538 2.21860 0.79428 -1.20672 1.02879 -0.79264 0.08327 0.23416 0.62251 -1.66407 1.25970 -0.80222 -3.74418 0.26614 -0.68666 1.48344 0
-0.20374 -0.41410 -1.55651 -3.54120 -0.24375 -0.18696 1.13187 -1.30395 0.72191 0.21381 -0.11254 0.90063 0.43868 -2.77679 1.04452 -0.22485 -1.45054 0.49933 0.06512 0.53991 0
-0.15732 0.57242 0.34585 0.02770 -0.25181 -0.12416 -1.33393 -0.11487 1.13304 0.82725 0.55731 -0.13233 0.45852 1.09923 1.11824 0.31836 1.34727 -0.10422 -0.04635 1.57847 1
-0.08264 -0.81297 1.21633 1.18714 3.28768 -0.16184 -0.10333 -0.26949 0.05601 -1.70943 1.33528 0.00935 0.63904 0.17163 0.24427 0.29537 -1.51826 -0.95467 1.00588 -1.23866 0
-0.81802 0.11818 -1.57466 1.92521 -0.13300 -2.02005 -0.47843 -2.54976 1.80350 -0.23987 1.02014 0.68180 -1.15759 -2.65562 0.53847 0.34332 -1.36137 -0.38052 3.12596 -0.75948 0
-0.20240 0.40566 0.65891 -0.82712 -2.06552 1.56945 0.24742 0.07015 0.23779 0.34661 -2.93501 1.13277 -2.46687 -0.34872 -1.94331 -0.05276 -3.28558 -1.49944 0.62251 -0.87203 0
1.15802 -0.08126 1.23059 0.65170 -0.19140 -0.53467 -0.10925 -0.42210 0.59941 -0.16370 1.19222 0.34591 0.02011 1.36176 -0.09775 1.16044 -0.11969 0.20082 0.81147 -0.76015 1
-0.92499 -0.51282 0.68290 0.15183 -2.63272 -1.42246 -0.02305 -0.25937 0.78967 -0.24324 -0.17254 -0.08710 -0.31118 -0.33997 0.71712 -0.32075 -0.20282 0.60842 1.40352 0.80342 0
-0.30332 -0.21599 -0.19666 -1.29009 2.12843 -0.89626 0.61923 -0.10406 -0.02479 0.10325 0.14393 -1.03160 -1.14172 -1.46212 -0.15818 -0.02714 -1.59201 -1.64575 0.90324 0.47790 0
-0.26766 -1.97091 -0.12342 0.28737 -0.33370 -1.19241 -0.12965 -0.23911 -0.98975 -1.21059 -1.25577 -1.22050 -1.46838 1.18136 -0.48360 -1.23509 0.79079 -0.01277 1.45314 -1.04995 0
-0.07456 1.61963 -0.15712 -1.07403 1.65856 -0.10234 -0.27969 -0.51663 -1.33899 -1.92986 0.53555 -1.71270 -0.65305 0.98008 1.15078 0.68948 -0.27791 -1.41713 0.43626 1.02920 0
0.47983 -1.18984 -0.14999 0.04515 0.76849 0.86014 0.67846 -0.13310 0.00649 -0.04640 0.19667 -1.62158 0.52134 -0.18649 -0.70939 0.20013 -0.25981 -0.66858 0.49608 0.82432 1
1.15869 -0.19532 1.27791 -2.67229 0.01736 -0.59284 0.91668 0.51445 -1.89673 -0.62411 -0.12968 -3.41346 -2.07607 0.08277 -1.09259 -0.49285 1.41700 -1.08074 -0.85727 -1.30201 0
0.62246 -1.07911 0.51178 0.87447 1.22963 0.13497 -0.15400 1.18361 0.03646 0.60749 -0.19759 -0.09774 -0.23117 0.72630 0.28212 1.34830 0.44484 -0.08201 -0.58538 -0.45620 1
0.40986 -0.59019 0.67771 -0.57148 -0.39881 0.36370 1.98803 -1.58890 0.23063 -1.78560 -0.99798 -0.52942 -0.68744 0.89796 -0.63369 -1.23574 -0.47034 -0.04935 0.25137 0.99011 0
0.30288 1.88911 0.53835 0.86239 -1.21303 0.64464 0.49815 -0.08516 -0.22482 -0.74343 -0.27011 0.47228 -0.13992 0.70813 -0.76584 -0.10793 0.31142 1.91938 -0.17618 -0.66849 1
0.87208 1.38084 -0.41380 0.64634 0.08247 -0.46592 -0.70415 0.42127 -0.17269 -0.09359 0.44721 -0.41235 0.48166 0.36751 -0.15287 0.12919 0.02312 -0.37137 0.37508 1.17208 1
0.17168 -0.12128 0.89549 1.21599 1.36724 0.68100 1.56159 -0.26612 0.41958 -1.00296 0.48742 0.56540 0.57291 -0.28612 0.69587 -0.46198 0.95170 0.54636 -0.12860 -0.77161 1
0.07211 -1.93289 0.01269 -1.18340 0.39997 -0.64374 -0.89039 -1.58958 -0.18572 -2.40309 -1.59597 -1.71270 0.53985 -1.25883 -1.96921 -1.99769 -0.74992 0.95461 -3.13914 0.75760 0
0.47781 1.42887 -1.75550 -0.38696 -1.45267 0.72793 0.23821 -0.01426 -0.40009 0.78208 -0.10595 -2.03596 -1.79768 -0.09225 0.62613 0.48651 2.56013 0.71097 -0.88039 0.60865 0
